Question no,Question,Answer_x,Section,Unnamed: 0,topic_id,filename,header,section_text,Fold,Fact,Declined_to_answer_on_train_fold_one,Answer_on_train_fold_one,Declined_to_answer_on_train_fold_two,Answer_on_train_fold_two
341,Wat kan ik verwachten qua haaruitval tijdens de behandeling met Gemcitabine_NAB-paclitaxel?,Uw haar gaat uitvallen. Dit is van tijdelijke aard en begint meestal drie à zes weken na de eerste toediening. Haaruitval begint meestal met een pijnlijke hoofdhuid.,"Gemcitabine_NAB-paclitaxel --- Naast de algemene bijwerkingen kunnen de volgende specifieke bijwerkingen optreden: --- - Bij koorts boven de 38,5° moet u contact met ons opnemen. 
- Uw haar gaat uitvallen. Dit is van tijdelijke aard en begint meestal drie à zes weken na de eerste toediening. Haaruitval begint meestal met een pijnlijke hoofdhuid. 
- Spierpijn en /of gewrichtspijn is een veel voorkomende bijwerking die over het algemeen twee tot drie dagen na het infuus optreedt. U mag zo nodig maximaal vier keer daags 1000 mg Paracetamol innemen. 
- U kunt last krijgen van tintelingen en/of een doof gevoel in tenen en/of vingertoppen. Dit graag melden bij een volgend bezoek aan het ziekenhuis. 
- Resten cytostatica kunnen tot dag vijf in het lichaamsvocht (onder meer urine, ontlasting, sperma, en braaksel) aanwezig zijn. In het ziekenhuis krijgt u adviezen over hoe u hiermee om kunt gaan. Als u klachten krijgt die u niet vertrouwt mag u altijd contact met ons opnemen.",764,39,Gemcitabine_NAB-paclitaxel,Naast de algemene bijwerkingen kunnen de volgende specifieke bijwerkingen optreden:,"- Bij koorts boven de 38,5° moet u contact met ons opnemen. 
- Uw haar gaat uitvallen. Dit is van tijdelijke aard en begint meestal drie à zes weken na de eerste toediening. Haaruitval begint meestal met een pijnlijke hoofdhuid. 
- Spierpijn en /of gewrichtspijn is een veel voorkomende bijwerking die over het algemeen twee tot drie dagen na het infuus optreedt. U mag zo nodig maximaal vier keer daags 1000 mg Paracetamol innemen. 
- U kunt last krijgen van tintelingen en/of een doof gevoel in tenen en/of vingertoppen. Dit graag melden bij een volgend bezoek aan het ziekenhuis. 
- Resten cytostatica kunnen tot dag vijf in het lichaamsvocht (onder meer urine, ontlasting, sperma, en braaksel) aanwezig zijn. In het ziekenhuis krijgt u adviezen over hoe u hiermee om kunt gaan. Als u klachten krijgt die u niet vertrouwt mag u altijd contact met ons opnemen.",train_fold_two,,TRUE,This document does not answer the question,,Hair loss is a possible side effect of the treatment with Nab-paclitaxel. It usually begins three to six weeks after the first administration and is temporary. Hair loss may start with a painful scalp.
342,Wat moet ik doen als ik klachten krijg die ik niet vertrouw tijdens een behandeling met paclitaxel_carboplatin_radiotherapie?,U mag altijd contact met ons opnemen.,"Trap 2 studie, paclitaxel_carboplatin_radiotherapie, patiënteninformatie --- Naast de algemene bijwerkingen kunnen de volgende bijwerkingen optreden: --- - Bij koorts boven de 38,5° moet u contact met ons opnemen. 
- U kunt een griepachtig gevoel, spierpijn en pijnlijke gewrichten krijgen die over het algemeen een aantal dagen aanhouden. U mag zonodig maximaal vier keer daags 1000 mg paracetamol innemen. 
- Uw haar gaat uitvallen. Dit is tijdelijk. Haaruitval begint meestal met een pijnlijke hoofdhuid. Een machtiging voor een eventueel haarwerk kunt u vragen aan de oncologieverpleegkundige. 
- U kunt last krijgen van tintelingen en/of een doof gevoel in tenen, voetzolen en in de vingertoppen. Dit graag even melden bij een volgend bezoek aan het ziekenhuis. 
- Resten cytostatica kunnen tot dag vijf in het lichaamsvocht ( onder meer urine, ontlasting, sperma en braaksel) aanwezig zijn. In het ziekenhuis krijgt u adviezen hoe u hiermee om kunt gaan. Als u klachten krijgt die u niet vertrouwt mag u altijd contact met ons opnemen.",768,39,"Trap 2 studie, paclitaxel_carboplatin_radiotherapie, patiënteninformatie",Naast de algemene bijwerkingen kunnen de volgende bijwerkingen optreden:,"- Bij koorts boven de 38,5° moet u contact met ons opnemen. 
- U kunt een griepachtig gevoel, spierpijn en pijnlijke gewrichten krijgen die over het algemeen een aantal dagen aanhouden. U mag zonodig maximaal vier keer daags 1000 mg paracetamol innemen. 
- Uw haar gaat uitvallen. Dit is tijdelijk. Haaruitval begint meestal met een pijnlijke hoofdhuid. Een machtiging voor een eventueel haarwerk kunt u vragen aan de oncologieverpleegkundige. 
- U kunt last krijgen van tintelingen en/of een doof gevoel in tenen, voetzolen en in de vingertoppen. Dit graag even melden bij een volgend bezoek aan het ziekenhuis. 
- Resten cytostatica kunnen tot dag vijf in het lichaamsvocht ( onder meer urine, ontlasting, sperma en braaksel) aanwezig zijn. In het ziekenhuis krijgt u adviezen hoe u hiermee om kunt gaan. Als u klachten krijgt die u niet vertrouwt mag u altijd contact met ons opnemen.",train_fold_two,,TRUE,This document does not answer the question,,"The possible side effects of a treatment with paclitaxel and carboplatin include fever above 38.5°C, hair loss (usually starting three to six weeks after the first administration), muscle and/or joint pain (which typically occurs two to three days after the infusion and can be managed with up to four doses of 1000 mg paracetamol per day), tingling and/or numbness in the toes and/or fingertips (which should be reported at the next hospital visit), and the presence of chemotherapy remnants in body fluids (such as urine, feces, semen, saliva, and vomit) for up to three days. For carboplatin, chemotherapy remnants may be present for up to five days. If you experience any concerning symptoms, you should contact us. "
343,Welke combinatie van medicijnen wordt afgeraden in combinatie met TNF-blokkerende middelen?,"TNF-blokkerende middelen zoals Adalimumab (Humira) mogen niet worden gebruikt in combinatie met andere biologicals, tofacitinib, Anakinra en Abatacept.","Adalimumab (Humira) bij IBD --- Gebruik met andere geneesmiddelen --- TNF-blokkerende middelen kunnen voor zover bekend veilig worden gebruikt naast andere geneesmiddelen. Behalve met andere biologicals; Tofacitinib, Anakinra en Abatacept. De combinatie met andere afweeronderdrukkende medicijnen geeft een licht hogere kans op infecties. Overleg bij twijfel met uw arts of verpleegkundige. TNF- blokkerende middelen kunnen voor zover bekend veilig worden gebruikt naast andere geneesmiddelen, met uitzondering van andere biologicals, tofacitinib, Anakinra en Abatacept. De combinatie met andere afweeronderdrukkende medicijnen geeft een licht hogere kans op infecties.",29,41,Adalimumab (Humira) bij IBD,Gebruik met andere geneesmiddelen,"TNF-blokkerende middelen kunnen voor zover bekend veilig worden gebruikt naast andere geneesmiddelen. Behalve met andere biologicals; Tofacitinib, Anakinra en Abatacept. De combinatie met andere afweeronderdrukkende medicijnen geeft een licht hogere kans op infecties. Overleg bij twijfel met uw arts of verpleegkundige. TNF- blokkerende middelen kunnen voor zover bekend veilig worden gebruikt naast andere geneesmiddelen, met uitzondering van andere biologicals, tofacitinib, Anakinra en Abatacept. De combinatie met andere afweeronderdrukkende medicijnen geeft een licht hogere kans op infecties.",train_fold_two,,TRUE,This document does not answer the question,,"The following medications should not be combined with TNF-blockers: acenocoumarol, fenprocoumon, rivaroxaban, apixaban, dabigatran, acetylsalicylzuur, carbasalaatcalcium, clopidogrel, high dose prednisone, certain antidepressants, lithium. However, it is important to consult with your doctor or specialist to determine the specific medications that should not be combined with TNF-blockers in your case."
345,Hoe kunnen NSAID's pijn en stijfheid verminderen?,NSAID's werken vooral tegen pijn en stijfheid en in geringe mate tegen de zwelling van de gewrichten.,"NSAID's --- Het effect van NSAID's --- Een NSAID is geen reumaremmer maar een ontstekingsremmende pijnstiller. Het kan klachten verlichten maar de oorzaak van reumatische aandoeningen niet wegnemen. NSAID’s werken vooral tegen pijn en stijfheid en in geringe mate tegen de zwelling van de gewrichten. Er zijn veel soorten NSAID's. De bekendste zijn naproxen, diclofenac en ibuprofen. Daarnaast zijn er nieuwere NSAID’s, de COX2 remmers zoals etoricoxib en celecoxib. Deze middelen hebben een lager risico op maagklachten in vergelijking met andere NSAID’s. Alle NSAID's werken snel. Al vanaf de eerste dag kunt u minder pijn bemerken. Het is van tevoren niet te zeggen welk NSAID bij u het beste effect heeft en de minste bijwerkingen geeft. Daarom moet u soms diverse soorten NSAID's proberen. Als een NSAID een gunstig effect heeft, kunt u het jarenlang blijven gebruiken.",779,41,NSAID's,Het effect van NSAID's,"Een NSAID is geen reumaremmer maar een ontstekingsremmende pijnstiller. Het kan klachten verlichten maar de oorzaak van reumatische aandoeningen niet wegnemen. NSAID’s werken vooral tegen pijn en stijfheid en in geringe mate tegen de zwelling van de gewrichten. Er zijn veel soorten NSAID's. De bekendste zijn naproxen, diclofenac en ibuprofen. Daarnaast zijn er nieuwere NSAID’s, de COX2 remmers zoals etoricoxib en celecoxib. Deze middelen hebben een lager risico op maagklachten in vergelijking met andere NSAID’s. Alle NSAID's werken snel. Al vanaf de eerste dag kunt u minder pijn bemerken. Het is van tevoren niet te zeggen welk NSAID bij u het beste effect heeft en de minste bijwerkingen geeft. Daarom moet u soms diverse soorten NSAID's proberen. Als een NSAID een gunstig effect heeft, kunt u het jarenlang blijven gebruiken.",train_fold_two,,TRUE,This document does not answer the question,,"NSAID's spelen een rol in het verminderen van pijn en stijfheid bij patiënten. Ze werken vooral tegen pijn en stijfheid en in geringe mate tegen de zwelling van de gewrichten. Het is van tevoren niet te zeggen welk NSAID het beste effect heeft en de minste bijwerkingen geeft, dus soms moet er geëxperimenteerd worden met verschillende soorten NSAID's. Als een NSAID een gunstig effect heeft, kan het jarenlang worden gebruikt."
350,Wanneer moet ik Hydroxychloroquine innemen?,"U moet Hydroxychloroquine na de maaltijd innemen, elke dag op ongeveer hetzelfde tijdstip.","Hydroxychloroquine --- Wijze van innemen --- Hydroxychloroquine is een medicijn in de vorm van tabletten van 200 milligram. De gebruikelijke dosis is twee keer per dag één tablet. Soms schrijft uw reumatoloog een lagere dosis voor. Neem de tablet na de maaltijd in met water of melk, elke dag op ongeveer hetzelfde tijdstip. Het is belangrijk dat u de tablet niet breekt of kauwt, maar in zijn geheel doorslikt. Heeft u de tablet vergeten in te nemen, neem deze dan op een later tijdstip nog dezelfde dag in.",793,42,Hydroxychloroquine,Wijze van innemen,"Hydroxychloroquine is een medicijn in de vorm van tabletten van 200 milligram. De gebruikelijke dosis is twee keer per dag één tablet. Soms schrijft uw reumatoloog een lagere dosis voor. Neem de tablet na de maaltijd in met water of melk, elke dag op ongeveer hetzelfde tijdstip. Het is belangrijk dat u de tablet niet breekt of kauwt, maar in zijn geheel doorslikt. Heeft u de tablet vergeten in te nemen, neem deze dan op een later tijdstip nog dezelfde dag in.",train_fold_two,,TRUE,This document does not answer the question,,"Hydroxychloroquine moet volgens de voorschriften van ZGT twee keer per dag worden ingenomen, één tablet per keer. Het is belangrijk om de tablet na de maaltijd in te nemen met water of melk, op ongeveer hetzelfde tijdstip elke dag. Het is ook belangrijk om de tablet in zijn geheel door te slikken en niet te breken of te kauwen. Als u een dosis vergeet in te nemen, kunt u deze op een later tijdstip op dezelfde dag alsnog innemen."
352,Moet ik methotrexaat stoppen voor een tandheelkundige ingreep?,In de meeste gevallen hoeft u methotrexaat niet te stoppen voor een tandheelkundige ingreep. Het is wel belangrijk om dit te bespreken met degene die de ingreep uitvoert.,"Methotrexaat (longgeneeskunde) --- Tandheelkundige ingrepen --- Methotrexaat mag u in de periode voor, tijdens en na een tandheelkundige ingreep meestal blijven gebruiken. Informeer tijdig degene die de ingreep uitvoert dat u wordt behandeld met methotrexaat.",791,42,Methotrexaat (longgeneeskunde),Tandheelkundige ingrepen,"Methotrexaat mag u in de periode voor, tijdens en na een tandheelkundige ingreep meestal blijven gebruiken. Informeer tijdig degene die de ingreep uitvoert dat u wordt behandeld met methotrexaat.",train_fold_two,,,U kunt het beste uw behandelend arts of de verpleegkundigen van de afdeling raadplegen over het informeren van uw tandarts over uw gebruik van methotrexaat voor een tandheelkundige ingreep. Zij kunnen u adviseren en indien nodig contact opnemen met de deskundige infectiepreventie. Daarnaast kunt u ook uw medisch dossier op MijnZGT raadplegen voor meer informatie en om eventuele vragenlijsten in te vullen. Voor meer informatie kunt u terecht op zgt.nl/mijnzgt.,,"Methotrexaat mag u in de periode voor, tijdens en na een tandheelkundige ingreep meestal blijven gebruiken. Het is verstandig om tijdig degene die de ingreep uitvoert te informeren dat u wordt behandeld met methotrexaat."
356,Wat is de functie van de lever?,"De lever heeft verschillende belangrijke functies, waaronder het zorgen voor suiker beschikbaarheid, de aanmaak en omzetting van eiwitten en vitamines, de opbouw en afbraak van energierijke stoffen, de vorming van gal en het onschadelijk maken van giftige stoffen.","Hepatitis B --- Wat is de functie van de lever? --- De lever is, op de huid na, het grootste en zwaarste orgaan van het lichaam, hij weegt ongeveer 1500 gram. De lever ligt aan de rechterkant van het lichaam in de buikholte en wordt voor het grootste deel beschermd door de onderste ribben. Er stroomt anderhalve liter bloed per minuut door de lever. Het bijzonder aan de lever is, dat zij over een groot herstellend vermogen beschikt. Belangrijkste functies van de lever: 
- Zorgt ervoor dat 24 uur per dag suiker beschikbaar is. 
- Speelt een belangrijke rol bij de aanmaak en omzetting van eiwitten, vitamines en stoffen die de stolling van het bloed mogelijk maken. 
- Zorgt voor de opbouw, opslag en afbraak van energierijke stoffen. 
- De vorming van gal. Gal is een vloeistof die ervoor zorgt dat vetoplosbare stoffen het lichaam via de lever kunnen verlaten en dat vetten en vetoplosbare vitamines uit de voeding worden gehaald. 
- Zorgt voor het onschadelijk maken van giftige stoffen, zoals onder andere geneesmiddelen, alcohol, bilirubine. Bilirubine ontstaat door de afbraak van rode bloedcellen. Wanneer de lever niet goed functioneert, hoopt bilirubine zich op in de huid en slijmvliezen en deze zullen dan geel kleuren. Er wordt dan gesproken van geelzucht.",803,43,Hepatitis B,Wat is de functie van de lever?,"De lever is, op de huid na, het grootste en zwaarste orgaan van het lichaam, hij weegt ongeveer 1500 gram. De lever ligt aan de rechterkant van het lichaam in de buikholte en wordt voor het grootste deel beschermd door de onderste ribben. Er stroomt anderhalve liter bloed per minuut door de lever. Het bijzonder aan de lever is, dat zij over een groot herstellend vermogen beschikt. Belangrijkste functies van de lever: 
- Zorgt ervoor dat 24 uur per dag suiker beschikbaar is. 
- Speelt een belangrijke rol bij de aanmaak en omzetting van eiwitten, vitamines en stoffen die de stolling van het bloed mogelijk maken. 
- Zorgt voor de opbouw, opslag en afbraak van energierijke stoffen. 
- De vorming van gal. Gal is een vloeistof die ervoor zorgt dat vetoplosbare stoffen het lichaam via de lever kunnen verlaten en dat vetten en vetoplosbare vitamines uit de voeding worden gehaald. 
- Zorgt voor het onschadelijk maken van giftige stoffen, zoals onder andere geneesmiddelen, alcohol, bilirubine. Bilirubine ontstaat door de afbraak van rode bloedcellen. Wanneer de lever niet goed functioneert, hoopt bilirubine zich op in de huid en slijmvliezen en deze zullen dan geel kleuren. Er wordt dan gesproken van geelzucht.",train_fold_two,,,"De lever is een belangrijk orgaan in ons lichaam. Het heeft verschillende belangrijke functies. Ten eerste helpt de lever bij de spijsvertering. Het produceert gal, een stof die helpt bij de afbraak van vetten in ons voedsel. Daarnaast speelt de lever een rol bij de opslag en vrijgave van glucose, wat ons lichaam gebruikt als energiebron. De lever is ook verantwoordelijk voor het ontgiften van ons lichaam. Het filtert schadelijke stoffen uit ons bloed en zet ze om in minder schadelijke stoffen die ons lichaam veilig kan verwijderen. Verder produceert de lever ook bepaalde eiwitten die belangrijk zijn voor de bloedstolling. Kortom, de lever is essentieel voor onze spijsvertering, energiehuishouding, ontgifting en bloedstolling.",,"De lever is het grootste orgaan in ons lichaam en heeft verschillende belangrijke functies. Ten eerste zorgt de lever ervoor dat er altijd suiker beschikbaar is voor ons lichaam. Daarnaast speelt de lever een rol bij de aanmaak en omzetting van eiwitten, vitamines en stoffen die de stolling van het bloed mogelijk maken. De lever is ook verantwoordelijk voor de opbouw, opslag en afbraak van energierijke stoffen. Verder produceert de lever gal, een vloeistof die ervoor zorgt dat vetoplosbare stoffen het lichaam kunnen verlaten en dat vetten en vetoplosbare vitamines uit de voeding worden gehaald. Tot slot zorgt de lever ervoor dat giftige stoffen, zoals geneesmiddelen en alcohol, worden afgebroken en onschadelijk gemaakt. Als de lever niet goed functioneert, kan dit leiden tot geelzucht en andere gezondheidsproblemen. De lever is dus essentieel voor ons lichaam omdat het verschillende belangrijke functies vervult die nodig zijn voor een goede gezondheid."
357,Wat is de functie van de voedingspoort?,"De voedingspoort is de opening in het externe basisdeel die door middel van een afsluitdopje geopend en gesloten kan worden. Deze voedingspoort geeft toegang naar de maag. Met behulp van een verlengslang die op deze voedingspoort gekoppeld kan worden, kunt u voeding, vocht en medicijnen toedienen.","Mic-key button --- 2: de voedingspoort --- De voedingspoort is de opening in het externe basisdeel die door middel van een afsluitdopje geopend en gesloten kan worden. Deze voedingspoort geeft toegang naar de maag. Met behulp van een verlengslang die op deze voedingspoort gekoppeld kan worden, kunt u voeding, vocht en medicijnen toedienen. Deze verlengslang moet u altijd gebruiken en na gebruik goed schoonmaken. In de voedingspoort zit ook een klepje dat ervoor zorgt dat er geen maaginhoud naar buiten kan lopen als het afsluitdopje open staat.",807,43,Mic-key button,2: de voedingspoort,"De voedingspoort is de opening in het externe basisdeel die door middel van een afsluitdopje geopend en gesloten kan worden. Deze voedingspoort geeft toegang naar de maag. Met behulp van een verlengslang die op deze voedingspoort gekoppeld kan worden, kunt u voeding, vocht en medicijnen toedienen. Deze verlengslang moet u altijd gebruiken en na gebruik goed schoonmaken. In de voedingspoort zit ook een klepje dat ervoor zorgt dat er geen maaginhoud naar buiten kan lopen als het afsluitdopje open staat.",train_fold_two,,TRUE,This document does not answer the question,TRUE,This document does not answer the question
359,Welke medicijnen moeten 48 uur voor de aspirine neusprovocatie worden gestaakt?,"B-Blockers, altijd in overleg met allergoloog.","Aspirine neusprovocatie --- B-Blockers --- 48 uur van tevoren staken, altijd in overleg met allergoloog. Acebutalol Metoprplol Atenolol Nebilet Bisoprolol Nebivolol Carvedilol Oxprenolol Celiprolol Pindolol Dilanorm Propanolol Emcor Sectral Eucardic Selokeen Kerlon Sotalol Labetalol Viskeen",69,44,Aspirine neusprovocatie,B-Blockers,"48 uur van tevoren staken, altijd in overleg met allergoloog. Acebutalol Metoprplol Atenolol Nebilet Bisoprolol Nebivolol Carvedilol Oxprenolol Celiprolol Pindolol Dilanorm Propanolol Emcor Sectral Eucardic Selokeen Kerlon Sotalol Labetalol Viskeen",train_fold_two,,TRUE,This document does not answer the question,TRUE,This document does not answer the question
364,Welke rol speelt uw reumatoloog bij het voorschrijven van abatacept?,Uw reumatoloog heeft abatacept voorgeschreven en kan u meer informatie geven over het gebruik en de effectiviteit ervan.,"Abatacept onderhuidse injectie --- Abatacept (Orencia®) per infuus --- Uw reumatoloog heeft u abatacept voorgeschreven voor de behandeling van uw reumatische aandoening. Dit is een biologische reumaremmer. Om dit medicijn goed te gebruiken, is het belangrijk dat u er een aantal dingen over weet. Lees daarom behalve deze folder ook de bijsluiter van de apotheek.",840,45,Abatacept onderhuidse injectie,Abatacept (Orencia®) per infuus,"Uw reumatoloog heeft u abatacept voorgeschreven voor de behandeling van uw reumatische aandoening. Dit is een biologische reumaremmer. Om dit medicijn goed te gebruiken, is het belangrijk dat u er een aantal dingen over weet. Lees daarom behalve deze folder ook de bijsluiter van de apotheek.",train_fold_two,,TRUE,This document does not answer the question,,
365,Welke documenten moeten gelezen worden voor de juiste informatie over hydroxychloroquine?,"Voor de juiste informatie over hydroxychloroquine moeten de bijsluiter, de productinformatie en de wetenschappelijke productinformatie gelezen worden.","Hydroxychloroquine --- Hydroxychloroquine --- Uw reumatoloog heeft u hydroxychloroquine voorgeschreven voor de behandeling van uw reumatische aandoening. Dit is een klassieke reumaremmer. Om dit medicijn goed te gebruiken, is het belangrijk dat u er een aantal dingen over weet. Lees daarom behalve deze folder ook de bijsluiter van de apotheek.",825,45,Hydroxychloroquine,Hydroxychloroquine,"Uw reumatoloog heeft u hydroxychloroquine voorgeschreven voor de behandeling van uw reumatische aandoening. Dit is een klassieke reumaremmer. Om dit medicijn goed te gebruiken, is het belangrijk dat u er een aantal dingen over weet. Lees daarom behalve deze folder ook de bijsluiter van de apotheek.",train_fold_two,,TRUE,This document does not answer the question,,U kunt de bijsluiter van de apotheek raadplegen om meer te weten te komen over het gebruik van hydroxychloroquine bij de behandeling van bepaalde aandoeningen.
368,Wat is Ustekinumab?,Ustekinumab is een biologische reumaremmer die onder de merknaam Stelara® wordt verkocht.,"Ustekinumab --- Ustekinumab (Stelara®) per onderhuidse injectie --- Uw reumatoloog heeft u ustekinumab voorgeschreven voor de behandeling van uw reumatische aandoening. Dit is een biologische reumaremmer. Om dit medicijn goed te gebruiken, is het belangrijk dat u er een aantal dingen over weet. Lees daarom behalve deze folder ook de bijsluiter van de apotheek.",820,45,Ustekinumab,Ustekinumab (Stelara®) per onderhuidse injectie,"Uw reumatoloog heeft u ustekinumab voorgeschreven voor de behandeling van uw reumatische aandoening. Dit is een biologische reumaremmer. Om dit medicijn goed te gebruiken, is het belangrijk dat u er een aantal dingen over weet. Lees daarom behalve deze folder ook de bijsluiter van de apotheek.",train_fold_two,,TRUE,This document does not answer the question,,"Mogelijke bijwerkingen van Ustekinumab zijn huiduitslag of jeuk op de plaats van de injectie, milde infecties van bovenste luchtwegen, onderhuids en het gebit, duizeligheid, hoofdpijn, keelpijn, maag- en darmklachten, vermoeidheid, spierpijn, gewrichtspijn, rugpijn, gordelroos, neusverstopping, aangezichtsverlamming, depressie, ernstige infecties, overgevoeligheidsreacties zoals huidafwijkingen, jeuk, galbulten en opgezwollen lippen, tong of gezicht al of niet met benauwdheid. Ustekinumab wordt toegediend via onderhuidse injecties, meestal met een begindosis van 45 milligram. Vier weken later dient de patiënt opnieuw één injectie toe te dienen en daarna elke 12 weken één injectie van 45 milligram. Bij een gewicht > 100 kilogram is de dosis 90 milligram. De injecties kunnen door de patiënt zelf of iemand in hun omgeving worden toegediend. Het is belangrijk om de huid met psoriasisplekken te vermijden bij het toedienen van de injecties. De patiënt kan spuitinstructies krijgen in het ziekenhuis. Het medicijn moet altijd in de koelkast worden bewaard en mag niet worden ingevroren. Het moet worden gebruikt volgens de instructies van de reumaverpleegkundige, apotheek en informatie van de fabrikant. Als Ustekinumab goed werkt, kan het voor onbepaalde tijd worden gegeven."
369,Wat is een stentplaatsing?,Een stentplaatsing is een procedure waarbij een buisje van metaal in het bloedvat wordt geplaatst om het open te houden.,"Angiografie, dotterbehandeling en_of stentplaatsing --- Stentplaatsing --- Indien een dotterbehandeling onvoldoende resultaat geeft zal de interventieradioloog beoordelen of een stent geplaatst kan worden. Een stent is een buisje van metaal (legering) dat het bloedvat openhoudt. Een stent blijft in tegenstelling tot een dotterballon in uw lichaam achter. Als de behandeling klaar is, wordt het werkbuisje verwijderd. Het ontstane gaatje in de slagader wordt 10 tot 15 minuten met de hand dichtgedrukt of wordt door middel van een soort plugje gesloten. De manier van sluiten van het gaatje is afhankelijk van de conditie van de slagader ter plaatse van de aanprikplaats.",86,50,"Angiografie, dotterbehandeling en_of stentplaatsing",Stentplaatsing,"Indien een dotterbehandeling onvoldoende resultaat geeft zal de interventieradioloog beoordelen of een stent geplaatst kan worden. Een stent is een buisje van metaal (legering) dat het bloedvat openhoudt. Een stent blijft in tegenstelling tot een dotterballon in uw lichaam achter. Als de behandeling klaar is, wordt het werkbuisje verwijderd. Het ontstane gaatje in de slagader wordt 10 tot 15 minuten met de hand dichtgedrukt of wordt door middel van een soort plugje gesloten. De manier van sluiten van het gaatje is afhankelijk van de conditie van de slagader ter plaatse van de aanprikplaats.",train_fold_two,,,,,
371,Wie voert de sedatie uit bij een Urolift operatie?,De sedatie wordt uitgevoerd door de sedatiepraktijkspecialist.,Urolift --- De operatie --- De sedatiepraktijkspecialst dient de sedatie toe. Vervolgens brengt de uroloog via uw plasbuis een instrument in tot in de vergrote prostaat. Daarna worden via dit instrument kleine hechtdraden aangebracht om de vergrote prostaat opzij te trekken. Daardoor wordt de doorgang in de plasbuis breder. Zodra de hechtdraden zijn geplaatst wordt het instrument verwijderd.,832,50,Urolift,De operatie,De sedatiepraktijkspecialst dient de sedatie toe. Vervolgens brengt de uroloog via uw plasbuis een instrument in tot in de vergrote prostaat. Daarna worden via dit instrument kleine hechtdraden aangebracht om de vergrote prostaat opzij te trekken. Daardoor wordt de doorgang in de plasbuis breder. Zodra de hechtdraden zijn geplaatst wordt het instrument verwijderd.,train_fold_two,,TRUE,This document does not answer the question,,De sedatiepraktijkspecialist voert de sedatie uit tijdens een Urolift operatie in het ZGT ziekenhuis.
374,Wat is de werking van Efudix Creme ® (5-Fluorouracil)?,"Efudix creme ® (5-Fluorouracil) beschadigt snel delende cellen zoals kankercellen, maar niet langzaam delende cellen.","Efudix creme ® (5-Fluorouracil) --- Werking --- 5-Fluorouracil crème (Efudix®) bevat een stof (fluorouracil) die snel delende cellen zoals kankercellen, beschadigt, maar langzaam delende cellen niet. 5-Fluorouracil crème (Efudix®) wordt voorgeschreven bij 
- Actinische keratosen 
- oppervlakkige vorm van huidkanker (superficiële basaalcelcarcinoom) 
- ziekte van M. Bowen 
- gewone of genitale wratten Deze folder gaat niet in op de verschillende aandoeningen. Indien u meer informatie wenst over deze aandoeningen, dan kunt u dit vragen aan uw behandelend specialist. 5-Fluorouracil crème (Efudix®) bevat 5% (50mg/g) 5-fluorouracil in een olie- in water-emulsiebasis en is in Nederland verkrijgbaar in verschillende tubes. Gooi nooit restanten in de gewone vuilnisbak, maar in de speciale afvalbak voor klein chemisch afval of lever het restant in bij uw apotheek. Bewaar de tube niet te warm (>vijfentwintig graden) en niet te koud (koelkast/vriezer). Na opening is de tube zes maanden houdbaar.",836,51,Efudix creme ® (5-Fluorouracil),Werking,"5-Fluorouracil crème (Efudix®) bevat een stof (fluorouracil) die snel delende cellen zoals kankercellen, beschadigt, maar langzaam delende cellen niet. 5-Fluorouracil crème (Efudix®) wordt voorgeschreven bij 
- Actinische keratosen 
- oppervlakkige vorm van huidkanker (superficiële basaalcelcarcinoom) 
- ziekte van M. Bowen 
- gewone of genitale wratten Deze folder gaat niet in op de verschillende aandoeningen. Indien u meer informatie wenst over deze aandoeningen, dan kunt u dit vragen aan uw behandelend specialist. 5-Fluorouracil crème (Efudix®) bevat 5% (50mg/g) 5-fluorouracil in een olie- in water-emulsiebasis en is in Nederland verkrijgbaar in verschillende tubes. Gooi nooit restanten in de gewone vuilnisbak, maar in de speciale afvalbak voor klein chemisch afval of lever het restant in bij uw apotheek. Bewaar de tube niet te warm (>vijfentwintig graden) en niet te koud (koelkast/vriezer). Na opening is de tube zes maanden houdbaar.",train_fold_two,,TRUE,This document does not answer the question,,"5-Fluorouracil crème (Efudix®) bevat een stof genaamd fluorouracil, die snel delende cellen zoals kankercellen beschadigt, maar langzaam delende cellen niet. Het wordt voorgeschreven voor verschillende aandoeningen zoals actinische keratosen, oppervlakkige vormen van huidkanker, de ziekte van M. Bowen en gewone of genitale wratten. Het is belangrijk om de crème dun aan te brengen op de te behandelen plek, de handen goed te wassen na het aanbrengen en contact met slijmvliezen en ogen te vermijden. Het is ook belangrijk om de behandelde plekken niet te bedekken en blootstelling aan zonlicht en UV-licht te vermijden. De tube moet op een temperatuur tussen de vijf en vijfentwintig graden worden bewaard en na opening is deze zes maanden houdbaar."
