,Document,Question,Answer,Question-Context N-gram Similarity,Answer-Context N-gram Similarity,TF-IDF,Max TF-IDF
151,"kind van belang, de overige punten zijn niet van toepassing. Doen zich na de operatie problemen voor? Neem dan contact op met de polikliniek KNO. Bereikbaar van maandag tot en met vrijdag van 8.00 tot 12.00 uur en van 13.00 uur tot 15.30 uur. Telefoonnummer 088 708 33 50. Heeft u klachten en/of vragen die niet kunnen wachten tot de volgende werkdag, dan belt u buiten kantooruren met de afdeling spoedeisende hulp. Telefoonnummer 088 708 78 78. □ Trommelvliesbuisjes (TV BUISJES): 
- Uw kind: mag douchen en de haren wassen. De 1e week geen water in de oren (vette watten in de oren). 
- Uw kind: mag in bad, maar niet met het hoofd onder water (14 dagen). 
- Uw kind: mag nog niet deelnemen aan de zwemlessen (14 dagen). 
- Uw kind: moet voorzichtig zijn de eerste dagen met rennen en springen (sporten) 
- Er kunnen eventueel oordoppen aangemeten worden (na 1 week) bij een hoorspecialist of op de polikliniek KNO 
- Uw kind mag normaal eten en drinken 
- Uw kind kan een loopoor krijgen na de ingreep. Indien dit na enkele dagen nog steeds bestaat neem dan contact op met polikliniek, zodat een recept oordruppels kan worden voorgeschreven. 
- Uw kind moet weer een controle afspraak hebben voor over 2 maanden, deze moet u zelf maken via telefoonnummer 088 708 33 50. Lees voor meer informatie de uitgebreide folder ‘Trommelvliesbuisjes’. □ Neusamandelen (ADENOTOMIE): 
- Uw kind: mag warm douchen en in bad na 24 uur. 
- De neus mag nog wel “even” iets nalekken maar niet nabloeden, dan direct contact opnemen met de afdeling of de SEH. 
- Uw kind: mag vandaag geen warm eten. 
- Afhankelijk van het herstel van uw kind mag het weer naar buiten en/of naar school. 
- Het kind hoeft geen controleafspraak, dit mag wel wanneer ouders dit prettig vinden (na 6 weken). Lees voor meer informatie de uitgebreide folder ‘verwijderen van de neus en/of keelamandelen’ □ Keelamandelen (TONSILLECTOMIE): 
- Uw kind: mag warm douchen en in bad na 24 uur. 
- Uw kind: minimaal 2 tot 3 dagen voorzien van paracetamol om de 4 tot 6 uur. 
- Uw kind: moet thuis, minimaal 5 slokken waterachtige dranken per uur binnenkrijgen. 
- Uw kind: mag vandaag geen warm eten. 
- Afhankelijk van het herstel van uw kind mag het weer naar buiten en/of naar school 
- Uw kind: hoeft geen controleafspraak, dit mag wel wanneer ouders dit prettig vinden (na 6 weken). 
- De ouders moeten zich direct melden op de afdeling spoedeisende hulp wanneer het kind helderrood gaat spugen. Lees voor meer informatie de uitgebreide folder ‘verwijderen van de neus en/of keelamandelen’",Wanneer moet ik contact opnemen met de polikliniek KNO?,"Neem contact op met de polikliniek KNO als er zich na de operatie problemen voordoen. De polikliniek is bereikbaar van maandag tot en met vrijdag, van 8.00 tot 12.00 uur en van 13.00 uur tot 15.30 uur. Het telefoonnummer is 088 708 33 50.",0.010101010101010102,0.0845771144278607,"[0, 0, 0, 0, 0]",0
152,"kind van belang, de overige punten zijn niet van toepassing. Doen zich na de operatie problemen voor? Neem dan contact op met de polikliniek KNO. Bereikbaar van maandag tot en met vrijdag van 8.00 tot 12.00 uur en van 13.00 uur tot 15.30 uur. Telefoonnummer 088 708 33 50. Heeft u klachten en/of vragen die niet kunnen wachten tot de volgende werkdag, dan belt u buiten kantooruren met de afdeling spoedeisende hulp. Telefoonnummer 088 708 78 78. □ Trommelvliesbuisjes (TV BUISJES): 
- Uw kind: mag douchen en de haren wassen. De 1e week geen water in de oren (vette watten in de oren). 
- Uw kind: mag in bad, maar niet met het hoofd onder water (14 dagen). 
- Uw kind: mag nog niet deelnemen aan de zwemlessen (14 dagen). 
- Uw kind: moet voorzichtig zijn de eerste dagen met rennen en springen (sporten) 
- Er kunnen eventueel oordoppen aangemeten worden (na 1 week) bij een hoorspecialist of op de polikliniek KNO 
- Uw kind mag normaal eten en drinken 
- Uw kind kan een loopoor krijgen na de ingreep. Indien dit na enkele dagen nog steeds bestaat neem dan contact op met polikliniek, zodat een recept oordruppels kan worden voorgeschreven. 
- Uw kind moet weer een controle afspraak hebben voor over 2 maanden, deze moet u zelf maken via telefoonnummer 088 708 33 50. Lees voor meer informatie de uitgebreide folder ‘Trommelvliesbuisjes’. □ Neusamandelen (ADENOTOMIE): 
- Uw kind: mag warm douchen en in bad na 24 uur. 
- De neus mag nog wel “even” iets nalekken maar niet nabloeden, dan direct contact opnemen met de afdeling of de SEH. 
- Uw kind: mag vandaag geen warm eten. 
- Afhankelijk van het herstel van uw kind mag het weer naar buiten en/of naar school. 
- Het kind hoeft geen controleafspraak, dit mag wel wanneer ouders dit prettig vinden (na 6 weken). Lees voor meer informatie de uitgebreide folder ‘verwijderen van de neus en/of keelamandelen’ □ Keelamandelen (TONSILLECTOMIE): 
- Uw kind: mag warm douchen en in bad na 24 uur. 
- Uw kind: minimaal 2 tot 3 dagen voorzien van paracetamol om de 4 tot 6 uur. 
- Uw kind: moet thuis, minimaal 5 slokken waterachtige dranken per uur binnenkrijgen. 
- Uw kind: mag vandaag geen warm eten. 
- Afhankelijk van het herstel van uw kind mag het weer naar buiten en/of naar school 
- Uw kind: hoeft geen controleafspraak, dit mag wel wanneer ouders dit prettig vinden (na 6 weken). 
- De ouders moeten zich direct melden op de afdeling spoedeisende hulp wanneer het kind helderrood gaat spugen. Lees voor meer informatie de uitgebreide folder ‘verwijderen van de neus en/of keelamandelen’",Wat zijn de belangrijke punten om op te letten na het plaatsen van trommelvliesbuisjes?,"Enkele belangrijke punten om op te letten na het plaatsen van trommelvliesbuisjes zijn: uw kind mag douchen en de haren wassen, maar geen water in de oren laten komen (vetten watten in de oren). Uw kind mag wel in bad, maar niet met het hoofd onder water (14 dagen). Uw kind mag nog niet deelnemen aan zwemlessen (14 dagen). Uw kind moet voorzichtig zijn met rennen, springen en sporten de eerste dagen. Er kunnen eventueel oordoppen aangemeten worden na 1 week.",0.0,0.11374407582938388,"[0, 0, 0, 0, 0, 0]",0
153,"kind van belang, de overige punten zijn niet van toepassing. Doen zich na de operatie problemen voor? Neem dan contact op met de polikliniek KNO. Bereikbaar van maandag tot en met vrijdag van 8.00 tot 12.00 uur en van 13.00 uur tot 15.30 uur. Telefoonnummer 088 708 33 50. Heeft u klachten en/of vragen die niet kunnen wachten tot de volgende werkdag, dan belt u buiten kantooruren met de afdeling spoedeisende hulp. Telefoonnummer 088 708 78 78. □ Trommelvliesbuisjes (TV BUISJES): 
- Uw kind: mag douchen en de haren wassen. De 1e week geen water in de oren (vette watten in de oren). 
- Uw kind: mag in bad, maar niet met het hoofd onder water (14 dagen). 
- Uw kind: mag nog niet deelnemen aan de zwemlessen (14 dagen). 
- Uw kind: moet voorzichtig zijn de eerste dagen met rennen en springen (sporten) 
- Er kunnen eventueel oordoppen aangemeten worden (na 1 week) bij een hoorspecialist of op de polikliniek KNO 
- Uw kind mag normaal eten en drinken 
- Uw kind kan een loopoor krijgen na de ingreep. Indien dit na enkele dagen nog steeds bestaat neem dan contact op met polikliniek, zodat een recept oordruppels kan worden voorgeschreven. 
- Uw kind moet weer een controle afspraak hebben voor over 2 maanden, deze moet u zelf maken via telefoonnummer 088 708 33 50. Lees voor meer informatie de uitgebreide folder ‘Trommelvliesbuisjes’. □ Neusamandelen (ADENOTOMIE): 
- Uw kind: mag warm douchen en in bad na 24 uur. 
- De neus mag nog wel “even” iets nalekken maar niet nabloeden, dan direct contact opnemen met de afdeling of de SEH. 
- Uw kind: mag vandaag geen warm eten. 
- Afhankelijk van het herstel van uw kind mag het weer naar buiten en/of naar school. 
- Het kind hoeft geen controleafspraak, dit mag wel wanneer ouders dit prettig vinden (na 6 weken). Lees voor meer informatie de uitgebreide folder ‘verwijderen van de neus en/of keelamandelen’ □ Keelamandelen (TONSILLECTOMIE): 
- Uw kind: mag warm douchen en in bad na 24 uur. 
- Uw kind: minimaal 2 tot 3 dagen voorzien van paracetamol om de 4 tot 6 uur. 
- Uw kind: moet thuis, minimaal 5 slokken waterachtige dranken per uur binnenkrijgen. 
- Uw kind: mag vandaag geen warm eten. 
- Afhankelijk van het herstel van uw kind mag het weer naar buiten en/of naar school 
- Uw kind: hoeft geen controleafspraak, dit mag wel wanneer ouders dit prettig vinden (na 6 weken). 
- De ouders moeten zich direct melden op de afdeling spoedeisende hulp wanneer het kind helderrood gaat spugen. Lees voor meer informatie de uitgebreide folder ‘verwijderen van de neus en/of keelamandelen’",Wat zijn de belangrijke punten om op te letten na het verwijderen van de neus- en/of keelamandelen?,"Enkele belangrijke punten om op te letten na het verwijderen van de neus- en/of keelamandelen zijn: uw kind mag warm douchen en in bad na 24 uur. De neus mag nog wel iets nalekken, maar mag niet nabloeden. Uw kind mag geen warm eten op de dag van de ingreep. Afhankelijk van het herstel van uw kind mag het weer naar buiten en/of naar school. Het kind hoeft geen controleafspraak te maken, maar dit kan wel na 6 weken.",0.004975124378109453,0.09859154929577464,"[0, 0, 0, 0, 0, 0, 0, 0]",0
154,"Indien u na ontslag uit het ziekenhuis de volgende klachten krijgt, neem dan contact op met het ziekenhuis. 
- Koorts (38,5 oC en hoger) 
- Nabloeding 
- Hevige pijn in het been en/of in de voet 
- Warme rode wond Tijdens kantooruren kunt u contact opnemen met het secretariaat vaatchirurgie van ZGT, telefoonnummer: 088 708 52 43. Buiten kantoortijden kunt u contact opnemen met de spoedeisende hulp, telefoonnummer: 088 708 78 78.",Welke klachten dien ik in de gaten te houden na ontslag uit het ziekenhuis?,"Indien u na ontslag uit het ziekenhuis koorts krijgt (38,5 oC en hoger), een nabloeding ervaart, hevige pijn in het been en/of voet voelt, of een warme rode wond opmerkt, neem dan direct contact op met het ziekenhuis.",0.02127659574468085,0.25,"[0, 0, 0, 0, 0, 0, 0]",0
155,"Indien u na ontslag uit het ziekenhuis de volgende klachten krijgt, neem dan contact op met het ziekenhuis. 
- Koorts (38,5 oC en hoger) 
- Nabloeding 
- Hevige pijn in het been en/of in de voet 
- Warme rode wond Tijdens kantooruren kunt u contact opnemen met het secretariaat vaatchirurgie van ZGT, telefoonnummer: 088 708 52 43. Buiten kantoortijden kunt u contact opnemen met de spoedeisende hulp, telefoonnummer: 088 708 78 78.",Hoe kan ik contact opnemen met het ziekenhuis bij klachten?,Tijdens kantooruren kunt u contact opnemen met het secretariaat vaatchirurgie van ZGT op telefoonnummer 088 708 52 43. Buiten kantoortijden kunt u contact opnemen met de spoedeisende hulp op telefoonnummer 088 708 78 78.,0.022727272727272728,0.47619047619047616,"[0, 0, 0, 0, 0]",0
156,"Indien u na ontslag uit het ziekenhuis de volgende klachten krijgt, neem dan contact op met het ziekenhuis. 
- Koorts (38,5 oC en hoger) 
- Nabloeding 
- Hevige pijn in het been en/of in de voet 
- Warme rode wond Tijdens kantooruren kunt u contact opnemen met het secretariaat vaatchirurgie van ZGT, telefoonnummer: 088 708 52 43. Buiten kantoortijden kunt u contact opnemen met de spoedeisende hulp, telefoonnummer: 088 708 78 78.",Welk telefoonnummer moet ik bellen bij klachten buiten kantoortijden?,Buiten kantoortijden kunt u contact opnemen met de spoedeisende hulp op telefoonnummer 088 708 78 78.,0.021739130434782608,0.2619047619047619,"[0, 0, 0, 0, 0, 0]",0
157,"Indien u na ontslag uit het ziekenhuis de volgende klachten krijgt, neem dan contact op met het ziekenhuis. 
- Koorts (38,5 oC en hoger) 
- Nabloeding 
- Hevige pijn in het been en/of in de voet 
- Warme rode wond Tijdens kantooruren kunt u contact opnemen met het secretariaat vaatchirurgie van ZGT, telefoonnummer: 088 708 52 43. Buiten kantoortijden kunt u contact opnemen met de spoedeisende hulp, telefoonnummer: 088 708 78 78.",Wat zijn specifieke klachten die kunnen optreden na ontslag uit het ziekenhuis?,"Na ontslag uit het ziekenhuis kunt u klachten ervaren zoals koorts (38,5 oC en hoger), een nabloeding, hevige pijn in het been en/of voet, of een warme rode wond.",0.022222222222222223,0.2765957446808511,"[0, 0, 0, 0, 0, 0]",0
158,"Indien u na ontslag uit het ziekenhuis de volgende klachten krijgt, neem dan contact op met het ziekenhuis. 
- Koorts (38,5 oC en hoger) 
- Nabloeding 
- Hevige pijn in het been en/of in de voet 
- Warme rode wond Tijdens kantooruren kunt u contact opnemen met het secretariaat vaatchirurgie van ZGT, telefoonnummer: 088 708 52 43. Buiten kantoortijden kunt u contact opnemen met de spoedeisende hulp, telefoonnummer: 088 708 78 78.",Bij welke temperatuur is er sprake van koorts na ontslag uit het ziekenhuis?,"Er is sprake van koorts na ontslag uit het ziekenhuis bij een temperatuur van 38,5 oC en hoger.",0.021739130434782608,0.06521739130434782,"[0, 0, 0, 0, 0, 0, 0]",0
159,"Contactgegevens Bij vragen of klachten, tot 14 dagen na ontslag, kunt u contact opnemen. Tijdens kantoortijden: polikliniek cardiologie. Telefoonnummer: 088 708 33 00 (maandag t/m vrijdag van 8.00 - 12.00 uur en van 13.00 - 16.30 uur) Buiten kantoortijden: afdeling cardiologie. Telefoonnummer: 088 708 37 94 E il h t lid ti t l Wandelen Het maken van een wandeling is toegestaan en raden wij u zelfs aan. Begin met dagelijks een wandeling en breid dit uit in frequentie en tijd. Luister naar eigen lichaam! Breidt de inspanningen/activiteiten langzaam uit naar kunnen. Het duurt 6 weken voordat het borstbeen goed aan elkaar is gegroeid. Bij wondproblemen van het borstbeen Neem contact op met Medisch Spectrum Twente (Enschede). Autorijden Zelf autorijden na 4-6 weken: u dient zich dan goed te voelen (o.a. niet duizelig). Douchen Geen bezwaar. Bad Na 3 weken. Tillen Eerste 6 weken 1 kg per hand/arm. Ga vooruit: BEWEEG!",Hoe kan ik contact opnemen voor vragen of klachten na ontslag?,U kunt contact opnemen tot 14 dagen na ontslag. Tijdens kantoortijden kunt u bellen naar de polikliniek cardiologie op 088 708 33 00 (maandag t/m vrijdag van 8.00 - 12.00 uur en van 13.00 - 16.30 uur). Buiten kantoortijden kunt u bellen naar de afdeling cardiologie op 088 708 37 94.,0.019801980198019802,0.2169811320754717,"[0, 0, 0, 0, 0, 0]",0
160,"Contactgegevens Bij vragen of klachten, tot 14 dagen na ontslag, kunt u contact opnemen. Tijdens kantoortijden: polikliniek cardiologie. Telefoonnummer: 088 708 33 00 (maandag t/m vrijdag van 8.00 - 12.00 uur en van 13.00 - 16.30 uur) Buiten kantoortijden: afdeling cardiologie. Telefoonnummer: 088 708 37 94 E il h t lid ti t l Wandelen Het maken van een wandeling is toegestaan en raden wij u zelfs aan. Begin met dagelijks een wandeling en breid dit uit in frequentie en tijd. Luister naar eigen lichaam! Breidt de inspanningen/activiteiten langzaam uit naar kunnen. Het duurt 6 weken voordat het borstbeen goed aan elkaar is gegroeid. Bij wondproblemen van het borstbeen Neem contact op met Medisch Spectrum Twente (Enschede). Autorijden Zelf autorijden na 4-6 weken: u dient zich dan goed te voelen (o.a. niet duizelig). Douchen Geen bezwaar. Bad Na 3 weken. Tillen Eerste 6 weken 1 kg per hand/arm. Ga vooruit: BEWEEG!",Wanneer mag ik beginnen met wandelen na de ingreep?,Het maken van een wandeling is toegestaan en wordt zelfs aangeraden. Begin met dagelijks een wandeling en breid dit uit in frequentie en tijd. Luister naar uw eigen lichaam en breid de activiteiten langzaam uit.,0.0,0.09523809523809523,"[0, 0, 0, 0, 0]",0
161,"Contactgegevens Bij vragen of klachten, tot 14 dagen na ontslag, kunt u contact opnemen. Tijdens kantoortijden: polikliniek cardiologie. Telefoonnummer: 088 708 33 00 (maandag t/m vrijdag van 8.00 - 12.00 uur en van 13.00 - 16.30 uur) Buiten kantoortijden: afdeling cardiologie. Telefoonnummer: 088 708 37 94 E il h t lid ti t l Wandelen Het maken van een wandeling is toegestaan en raden wij u zelfs aan. Begin met dagelijks een wandeling en breid dit uit in frequentie en tijd. Luister naar eigen lichaam! Breidt de inspanningen/activiteiten langzaam uit naar kunnen. Het duurt 6 weken voordat het borstbeen goed aan elkaar is gegroeid. Bij wondproblemen van het borstbeen Neem contact op met Medisch Spectrum Twente (Enschede). Autorijden Zelf autorijden na 4-6 weken: u dient zich dan goed te voelen (o.a. niet duizelig). Douchen Geen bezwaar. Bad Na 3 weken. Tillen Eerste 6 weken 1 kg per hand/arm. Ga vooruit: BEWEEG!",Hoe lang duurt het voordat het borstbeen goed is aangegroeid?,Het duurt 6 weken voordat het borstbeen goed aan elkaar is gegroeid.,0.0196078431372549,0.0707070707070707,"[0, 0, 0, 0, 0, 0, 0]",0
162,"Contactgegevens Bij vragen of klachten, tot 14 dagen na ontslag, kunt u contact opnemen. Tijdens kantoortijden: polikliniek cardiologie. Telefoonnummer: 088 708 33 00 (maandag t/m vrijdag van 8.00 - 12.00 uur en van 13.00 - 16.30 uur) Buiten kantoortijden: afdeling cardiologie. Telefoonnummer: 088 708 37 94 E il h t lid ti t l Wandelen Het maken van een wandeling is toegestaan en raden wij u zelfs aan. Begin met dagelijks een wandeling en breid dit uit in frequentie en tijd. Luister naar eigen lichaam! Breidt de inspanningen/activiteiten langzaam uit naar kunnen. Het duurt 6 weken voordat het borstbeen goed aan elkaar is gegroeid. Bij wondproblemen van het borstbeen Neem contact op met Medisch Spectrum Twente (Enschede). Autorijden Zelf autorijden na 4-6 weken: u dient zich dan goed te voelen (o.a. niet duizelig). Douchen Geen bezwaar. Bad Na 3 weken. Tillen Eerste 6 weken 1 kg per hand/arm. Ga vooruit: BEWEEG!",Bij welke problemen met de wond van het borstbeen moet ik contact opnemen met Medisch Spectrum Twente?,Bij wondproblemen van het borstbeen kunt u contact opnemen met Medisch Spectrum Twente in Enschede.,0.028846153846153848,0.0594059405940594,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
163,"Heeft u na het lezen van deze folder thuis nog vragen, neem dan als volgt contact op met het ziekenhuis: 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van de KNO-artsen, telefoonnummer 088 708 33 50.",Hoe kan ik contact opnemen met het ziekenhuis wanneer ik thuis nog vragen heb na het lezen van deze folder?,"U kunt tijdens kantooruren contact opnemen met het secretariaat van de KNO-artsen, telefoonnummer 088 708 33 50.",0.13043478260869565,0.42857142857142855,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0
164,"Heeft u na het lezen van deze folder thuis nog vragen, neem dan als volgt contact op met het ziekenhuis: 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van de KNO-artsen, telefoonnummer 088 708 33 50.",Wat is het telefoonnummer van het secretariaat van de KNO-artsen?,Het telefoonnummer van het secretariaat van de KNO-artsen is 088 708 33 50.,0.05,0.19047619047619047,"[0, 0, 0, 0]",0
165,"Heeft u na het lezen van deze folder thuis nog vragen, neem dan als volgt contact op met het ziekenhuis: 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van de KNO-artsen, telefoonnummer 088 708 33 50.",Kan ik ook buiten kantooruren contact opnemen met het secretariaat van de KNO-artsen?,"Nee, u kunt alleen tijdens kantooruren contact opnemen met het secretariaat van de KNO-artsen.",0.14285714285714285,0.17391304347826086,"[0, 0, 0, 0, 0, 0, 0]",0
166,"Heeft u na het lezen van deze folder thuis nog vragen, neem dan als volgt contact op met het ziekenhuis: 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van de KNO-artsen, telefoonnummer 088 708 33 50.",Kan ik ook mailen met vragen over deze folder?,"Nee, u kunt alleen telefonisch contact opnemen met het secretariaat van de KNO-artsen.",0.0,0.13043478260869565,"[0, 0, 0, 0]",0
167,"Heeft u naar aanleiding van deze folder vragen, neem dan contact op met ZGT via zgt.nl of via telefoonnummer 088 708 52 45",Hoe kan ik contact opnemen met ZGT voor vragen over deze folder?,U kunt contact opnemen met ZGT via zgt.nl of via telefoonnummer 088 708 52 45.,0.0,0.5,"[0, 0, 0, 0, 0, 0]",0
168,"Heeft u naar aanleiding van deze folder vragen, neem dan contact op tijdens kantoortijden met ZGT via het secretariaat vaatchirurgie telefoonnummer 088 708 52 43.",Wanneer kan ik contact opnemen met ZGT voor vragen?,Naar aanleiding van deze folder kunt u tijdens kantoortijden contact opnemen met ZGT via het secretariaat vaatchirurgie telefoonnummer 088 708 52 43.,0.0,0.5,"[0, 0, 0, 0, 0]",0
169,"Heeft u naar aanleiding van deze folder vragen, neem dan contact op tijdens kantoortijden met ZGT via het secretariaat vaatchirurgie telefoonnummer 088 708 52 43.",Welk telefoonnummer kan ik bellen voor vragen?,U kunt tijdens kantoortijden contact opnemen met ZGT via het secretariaat vaatchirurgie telefoonnummer 088 708 52 43.,0.0,0.47368421052631576,"[0, 0, 0, 0]",0
170,"Heeft u naar aanleiding van deze folder vragen, neem dan contact op tijdens kantoortijden met ZGT via het secretariaat vaatchirurgie telefoonnummer 088 708 52 43.",Wat is het kantooruim van ZGT?,Het kantoor van ZGT is geopend tijdens kantoortijden.,0.0,0.05555555555555555,"[0, 0, 0]",0
171,"Heeft u naar aanleiding van deze folder vragen, neem dan contact op tijdens kantoortijden met ZGT via het secretariaat vaatchirurgie telefoonnummer 088 708 52 43.",Op welke tijden is het kantoor van ZGT geopend?,Het kantoor van ZGT is geopend tijdens kantoortijden.,0.0,0.05555555555555555,"[0, 0, 0, 0, 0, 0]",0
172,"Heeft u naar aanleiding van deze folder vragen, neem dan contact op tijdens kantoortijden met ZGT via het secretariaat vaatchirurgie telefoonnummer 088 708 52 43.",Hoe kan ik ZGT bereiken voor vragen?,U kunt tijdens kantoortijden contact opnemen met ZGT via het secretariaat vaatchirurgie telefoonnummer 088 708 52 43.,0.0,0.47368421052631576,"[0, 0, 0, 0]",0
173,"Heeft u naar aanleiding van deze folder vragen, neem dan contact op met ZGT via onderstaande telefoonnummers: Dagbehandeling Oncologie ZGT; Telefoonnummer 088 708 35 64",Hoe kan ik contact opnemen met ZGT als ik vragen heb?,U kunt contact opnemen met ZGT via de onderstaande telefoonnummers.,0.0,0.15789473684210525,"[0, 0, 0, 0, 0]",0
174,"Heeft u naar aanleiding van deze folder vragen, neem dan contact op met ZGT via onderstaande telefoonnummers: Dagbehandeling Oncologie ZGT; Telefoonnummer 088 708 35 64",Welk telefoonnummer moet ik bellen als ik vragen heb over de Dagbehandeling Oncologie?,U kunt contact opnemen met de Dagbehandeling Oncologie ZGT via het telefoonnummer 088 708 35 64.,0.05,0.35,"[0, 0, 0, 0, 0, 0]",0
175,"Heeft u naar aanleiding van deze folder vragen, neem dan contact op met ZGT via onderstaande telefoonnummers: Dagbehandeling Oncologie ZGT; Telefoonnummer 088 708 35 64",Zijn er andere manieren om contact op te nemen met ZGT voor vragen over deze folder?,Naast telefonisch contact kunt u ook op andere manieren contact opnemen met ZGT voor vragen over deze folder. Neem hiervoor contact op met ZGT via de onderstaande telefoonnummers.,0.0,0.14285714285714285,"[0, 0, 0, 0, 0, 0, 0]",0
176,"Heeft u naar aanleiding van deze folder vragen, neem dan contact op met ZGT secretariaat plastische chirurgie, bereikbaar op maandag – vrijdag van 8.00 - 16.30 uur, telefoonnummer 088 708 52 45.",Wat zijn de werktijden van het ZGT secretariaat plastische chirurgie?,"De werktijden van het ZGT secretariaat plastische chirurgie zijn van maandag tot en met vrijdag, van 8.00 uur tot 16.30 uur.",0.14285714285714285,0.2,"[0, 0, 0, 0, 0, 0]",0
177,"Heeft u naar aanleiding van deze folder vragen, neem dan contact op met ZGT secretariaat plastische chirurgie, bereikbaar op maandag – vrijdag van 8.00 - 16.30 uur, telefoonnummer 088 708 52 45.",Wat is het telefoonnummer van het ZGT secretariaat plastische chirurgie?,Het telefoonnummer van het ZGT secretariaat plastische chirurgie is 088 708 52 45.,0.14285714285714285,0.2727272727272727,"[0, 0, 0, 0, 0, 0]",0
178,"Heeft u naar aanleiding van deze folder vragen, neem dan contact op met ZGT secretariaat plastische chirurgie, bereikbaar op maandag – vrijdag van 8.00 - 16.30 uur, telefoonnummer 088 708 52 45.",Hoe kan ik contact opnemen met het ZGT secretariaat plastische chirurgie?,U kunt contact opnemen met het ZGT secretariaat plastische chirurgie door te bellen naar 088 708 52 45.,0.13636363636363635,0.24,"[0, 0, 0, 0, 0, 0, 0]",0
179,"Heeft u naar aanleiding van deze folder vragen, neem dan contact op met ZGT secretariaat plastische chirurgie, bereikbaar op maandag – vrijdag van 8.00 - 16.30 uur, telefoonnummer 088 708 52 45.",Wanneer is het ZGT secretariaat plastische chirurgie bereikbaar?,"Het ZGT secretariaat plastische chirurgie is bereikbaar op maandag tot en met vrijdag, van 8.00 tot 16.30 uur.",0.19047619047619047,0.38095238095238093,"[0, 0, 0, 0, 0, 0]",0
180,"Heeft u naar aanleiding van deze folder vragen, neem dan contact op met ZGT secretariaat plastische chirurgie, bereikbaar op maandag – vrijdag van 8.00 - 16.30 uur, telefoonnummer 088 708 52 45.",Wat is het algemene werkrooster van het ZGT secretariaat plastische chirurgie?,"Het ZGT secretariaat plastische chirurgie werkt van maandag tot en met vrijdag, van 8.00 uur tot 16.30 uur.",0.13636363636363635,0.2,"[0, 0, 0, 0, 0, 0, 0]",0
181,"Heeft u naar aanleiding van deze folder vragen, neem dan contact op met de poli traumachirurgie van ZGT via telefoonnummer 088 708 52 33",Wat is het telefoonnummer van de poli traumachirurgie van ZGT?,Het telefoonnummer van de poli traumachirurgie van ZGT is 088 708 52 33.,0.14285714285714285,0.3333333333333333,"[0, 0, 0, 0, 0]",0
182,"Heeft u naar aanleiding van deze folder vragen, neem dan contact op met de poli traumachirurgie van ZGT via telefoonnummer 088 708 52 33",Waar kan ik terecht met vragen over deze folder?,Voor vragen over deze folder kunt u contact opnemen met de poli traumachirurgie van ZGT via telefoonnummer 088 708 52 33.,0.0,0.4444444444444444,"[0, 0, 0, 0]",0
183,"Heeft u naar aanleiding van deze folder vragen, neem dan contact op met de poli traumachirurgie van ZGT via telefoonnummer 088 708 52 33",Welk nummer moet ik bellen als ik vragen heb over deze folder?,"U kunt voor vragen over deze folder bellen naar 088 708 52 33, het telefoonnummer van de poli traumachirurgie van ZGT.",0.0,0.2631578947368421,"[0, 0, 0, 0, 0]",0
184,"Heeft u naar aanleiding van deze folder vragen, neem dan contact op met de poli traumachirurgie van ZGT via telefoonnummer 088 708 52 33",Hoe kan ik contact opnemen met de poli traumachirurgie van ZGT?,U kunt contact opnemen met de poli traumachirurgie van ZGT via telefoonnummer 088 708 52 33.,0.13333333333333333,0.5,"[0, 0, 0, 0, 0, 0]",0
185,"Locatie Almelo Telefoonnummer 088 - 708 3210 Locatie Hengelo Telefoonnummer 088 - 708 5200 Kinderfysiotherapeuten Ziekenhuisgroep Twente 
- Martijn van den Bosch 
- Jose Holshof 
- Mirjam Liedenbaum 
- Hilde Monnikhof 
- Danielle Schepers",Hoe kan ik contact opnemen met de locatie Almelo?,"Om contact op te nemen met de locatie Almelo, kunt u bellen naar het telefoonnummer 088 - 708 3210.",0.04,0.14285714285714285,"[0, 0, 0, 0, 0]",0
186,"Locatie Almelo Telefoonnummer 088 - 708 3210 Locatie Hengelo Telefoonnummer 088 - 708 5200 Kinderfysiotherapeuten Ziekenhuisgroep Twente 
- Martijn van den Bosch 
- Jose Holshof 
- Mirjam Liedenbaum 
- Hilde Monnikhof 
- Danielle Schepers",Hoe kan ik contact opnemen met de locatie Hengelo?,"Om contact op te nemen met de locatie Hengelo, kunt u bellen naar het telefoonnummer 088 - 708 5200.",0.04,0.14285714285714285,"[0, 0, 0, 0, 0]",0
187,"Locatie Almelo Telefoonnummer 088 - 708 3210 Locatie Hengelo Telefoonnummer 088 - 708 5200 Kinderfysiotherapeuten Ziekenhuisgroep Twente 
- Martijn van den Bosch 
- Jose Holshof 
- Mirjam Liedenbaum 
- Hilde Monnikhof 
- Danielle Schepers",Wie zijn de kinderfysiotherapeuten bij Ziekenhuisgroep Twente?,"De kinderfysiotherapeuten bij Ziekenhuisgroep Twente zijn Martijn van den Bosch, Jose Holshof, Mirjam Liedenbaum, Hilde Monnikhof en Danielle Schepers.",0.08695652173913043,0.5652173913043478,"[0, 0, 0, 0]",0
