,Document,Question,Answer,Question-Context N-gram Similarity,Answer-Context N-gram Similarity,Question-Context BLEU,Answer-Context BLEU,Question-Context ROUGE,Answer-Context ROUGE,Question-Context ROUGE-L F1,Answer-Context ROUGE-L F1
21,"- U mag van tevoren eten en drinken. U hoeft niet nuchter te zijn. 
- Uw medicatie kunt u gewoon innemen, tenzij de pijnspecialist andere afspraken met u heeft gemaakt. 
- Na de behandeling mag u de rest van de dag niet actief deelnemen aan het verkeer. Regel daarom van tevoren dat iemand u naar huis brengt. 
- Draag makkelijk zittende kleding.",Mag ik mijn medicatie innemen voor de behandeling?,"Ja, tenzij de pijnspecialist andere afspraken met u heeft gemaakt.",0.0,0.10344827586206896,9.216319955886101e-158,0.007817689120161488,"[{'rouge-1': {'r': 0.0425531914893617, 'p': 0.25, 'f': 0.0727272702413224}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0425531914893617, 'p': 0.25, 'f': 0.0727272702413224}}]","[{'rouge-1': {'r': 0.19148936170212766, 'p': 0.9, 'f': 0.31578947079101266}, 'rouge-2': {'r': 0.13333333333333333, 'p': 0.8888888888888888, 'f': 0.23188405570258352}, 'rouge-l': {'r': 0.19148936170212766, 'p': 0.9, 'f': 0.31578947079101266}}]",0.0727272702413224,0.31578947079101266
22,"- U mag van tevoren eten en drinken. U hoeft niet nuchter te zijn. 
- Uw medicatie kunt u gewoon innemen, tenzij de pijnspecialist andere afspraken met u heeft gemaakt. 
- Na de behandeling mag u de rest van de dag niet actief deelnemen aan het verkeer. Regel daarom van tevoren dat iemand u naar huis brengt. 
- Draag makkelijk zittende kleding.",Mag ik na de behandeling zelf naar huis rijden?,"Nee, na de behandeling mag u de rest van de dag niet actief deelnemen aan het verkeer. Regel daarom van tevoren dat iemand u naar huis brengt.",0.0,0.36666666666666664,2.2312418229851678e-157,0.2460240530745405,"[{'rouge-1': {'r': 0.0851063829787234, 'p': 0.4444444444444444, 'f': 0.14285714015943882}, 'rouge-2': {'r': 0.03333333333333333, 'p': 0.25, 'f': 0.05882352733564021}, 'rouge-l': {'r': 0.0851063829787234, 'p': 0.4444444444444444, 'f': 0.14285714015943882}}]","[{'rouge-1': {'r': 0.44680851063829785, 'p': 0.9130434782608695, 'f': 0.5999999955877551}, 'rouge-2': {'r': 0.4, 'p': 0.9230769230769231, 'f': 0.5581395306652245}, 'rouge-l': {'r': 0.44680851063829785, 'p': 0.9130434782608695, 'f': 0.5999999955877551}}]",0.14285714015943882,0.5999999955877551
23,"- U mag van tevoren eten en drinken. U hoeft niet nuchter te zijn. 
- Uw medicatie kunt u gewoon innemen, tenzij de pijnspecialist andere afspraken met u heeft gemaakt. 
- Na de behandeling mag u de rest van de dag niet actief deelnemen aan het verkeer. Regel daarom van tevoren dat iemand u naar huis brengt. 
- Draag makkelijk zittende kleding.",Welke kleding moet ik dragen tijdens de behandeling?,Het is aan te raden om makkelijk zittende kleding te dragen.,0.0,0.06451612903225806,8.576752133987607e-158,3.262790187356664e-80,"[{'rouge-1': {'r': 0.0425531914893617, 'p': 0.25, 'f': 0.0727272702413224}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0425531914893617, 'p': 0.25, 'f': 0.0727272702413224}}]","[{'rouge-1': {'r': 0.10638297872340426, 'p': 0.5, 'f': 0.17543859359803018}, 'rouge-2': {'r': 0.03333333333333333, 'p': 0.2, 'f': 0.05714285469387766}, 'rouge-l': {'r': 0.10638297872340426, 'p': 0.5, 'f': 0.17543859359803018}}]",0.0727272702413224,0.17543859359803018
24,"- U mag van tevoren eten en drinken. U hoeft niet nuchter te zijn. 
- Uw medicatie kunt u gewoon innemen, tenzij de pijnspecialist andere afspraken met u heeft gemaakt. 
- Na de behandeling mag u de rest van de dag niet actief deelnemen aan het verkeer. Regel daarom van tevoren dat iemand u naar huis brengt. 
- Draag makkelijk zittende kleding.",Moet ik iets speciaals regelen voor na de behandeling?,"Ja, zorg ervoor dat er iemand is die u na de behandeling naar huis kan brengen, aangezien u de rest van de dag niet actief mag deelnemen aan het verkeer.",0.0,0.08108108108108109,1.5777262234998e-157,0.12362722772151068,"[{'rouge-1': {'r': 0.02127659574468085, 'p': 0.1111111111111111, 'f': 0.03571428301658184}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.02127659574468085, 'p': 0.1111111111111111, 'f': 0.03571428301658184}}]","[{'rouge-1': {'r': 0.3617021276595745, 'p': 0.6296296296296297, 'f': 0.4594594548246896}, 'rouge-2': {'r': 0.2, 'p': 0.41379310344827586, 'f': 0.26966291695493}, 'rouge-l': {'r': 0.3404255319148936, 'p': 0.5925925925925926, 'f': 0.4324324277976625}}]",0.03571428301658184,0.4324324277976625
25,"Door een voor deze ingreep getrainde uroloog wordt via de plasbuis, uw prostaatklier van de kapsel losgemaakt. Vervolgens wordt de klier verkleind om de stukjes uit te kunnen spoelen. Vergelijk het met een mandarijn pellen zonder de schil rondom kapot te maken. Als de vrucht los is van de schil, kunnen de partjes worden uitgespoeld. Hierdoor ontstaat meer ruimte voor de plasbuis in de prostaat waardoor het plassen na de operatie gemakkelijker zal gaan. Deze operatie is vergelijkbaar met de open subcapsularie prostatectomie, een Hryntschak of een Millin operatie (operaties die met een snee in de onderbuik worden uitgevoerd) maar is veel minder gecompliceerd. En de tijd die u in het ziekenhuis moet blijven is doorgaans veel korter. Ook hele grote prostaten kunnen, anders dan met een conventionele TURP, op deze manier behandeld worden. Meestal kunt u één of twee dagen na de operatie weer naar huis.",Wat is de naam van de operatie waarmee de prostaatklier wordt verkleind?,"De operatie waarmee de prostaatklier wordt verkleind is vergelijkbaar met een open subcapsularie prostatectomie, een Hryntschak of een Millin operatie en wordt via de plasbuis uitgevoerd.",0.0,0.09333333333333334,8.474596250861653e-160,0.004100623285042759,"[{'rouge-1': {'r': 0.058823529411764705, 'p': 0.6, 'f': 0.10714285551658165}, 'rouge-2': {'r': 0.014285714285714285, 'p': 0.18181818181818182, 'f': 0.026490064874347685}, 'rouge-l': {'r': 0.0392156862745098, 'p': 0.4, 'f': 0.07142856980229596}}]","[{'rouge-1': {'r': 0.16666666666666666, 'p': 0.8095238095238095, 'f': 0.2764227613959945}, 'rouge-2': {'r': 0.1, 'p': 0.56, 'f': 0.16969696712580354}, 'rouge-l': {'r': 0.14705882352941177, 'p': 0.7142857142857143, 'f': 0.24390243619274243}}]",0.07142856980229596,0.24390243619274243
26,"Door een voor deze ingreep getrainde uroloog wordt via de plasbuis, uw prostaatklier van de kapsel losgemaakt. Vervolgens wordt de klier verkleind om de stukjes uit te kunnen spoelen. Vergelijk het met een mandarijn pellen zonder de schil rondom kapot te maken. Als de vrucht los is van de schil, kunnen de partjes worden uitgespoeld. Hierdoor ontstaat meer ruimte voor de plasbuis in de prostaat waardoor het plassen na de operatie gemakkelijker zal gaan. Deze operatie is vergelijkbaar met de open subcapsularie prostatectomie, een Hryntschak of een Millin operatie (operaties die met een snee in de onderbuik worden uitgevoerd) maar is veel minder gecompliceerd. En de tijd die u in het ziekenhuis moet blijven is doorgaans veel korter. Ook hele grote prostaten kunnen, anders dan met een conventionele TURP, op deze manier behandeld worden. Meestal kunt u één of twee dagen na de operatie weer naar huis.",Wat is het doel van het verkleinen van de prostaatklier?,"Het verkleinen van de prostaatklier heeft als doel om meer ruimte te creëren voor de plasbuis in de prostaat, zodat het plassen na de operatie gemakkelijker zal gaan.",0.0,0.05263157894736842,7.472027142960966e-161,0.005668669110926872,"[{'rouge-1': {'r': 0.0392156862745098, 'p': 0.5, 'f': 0.07272727137851241}, 'rouge-2': {'r': 0.007142857142857143, 'p': 0.1111111111111111, 'f': 0.013422817656862398}, 'rouge-l': {'r': 0.0392156862745098, 'p': 0.5, 'f': 0.07272727137851241}}]","[{'rouge-1': {'r': 0.16666666666666666, 'p': 0.68, 'f': 0.26771653227106457}, 'rouge-2': {'r': 0.09285714285714286, 'p': 0.48148148148148145, 'f': 0.15568862004374487}, 'rouge-l': {'r': 0.16666666666666666, 'p': 0.68, 'f': 0.26771653227106457}}]",0.07272727137851241,0.26771653227106457
27,"Door een voor deze ingreep getrainde uroloog wordt via de plasbuis, uw prostaatklier van de kapsel losgemaakt. Vervolgens wordt de klier verkleind om de stukjes uit te kunnen spoelen. Vergelijk het met een mandarijn pellen zonder de schil rondom kapot te maken. Als de vrucht los is van de schil, kunnen de partjes worden uitgespoeld. Hierdoor ontstaat meer ruimte voor de plasbuis in de prostaat waardoor het plassen na de operatie gemakkelijker zal gaan. Deze operatie is vergelijkbaar met de open subcapsularie prostatectomie, een Hryntschak of een Millin operatie (operaties die met een snee in de onderbuik worden uitgevoerd) maar is veel minder gecompliceerd. En de tijd die u in het ziekenhuis moet blijven is doorgaans veel korter. Ook hele grote prostaten kunnen, anders dan met een conventionele TURP, op deze manier behandeld worden. Meestal kunt u één of twee dagen na de operatie weer naar huis.",Welke vergelijkbare operaties kunnen worden uitgevoerd met een snee in de onderbuik?,"Vergelijkbare operaties die met een snee in de onderbuik worden uitgevoerd zijn de open subcapsularie prostatectomie, een Hryntschak of een Millin operatie.",0.0136986301369863,0.11267605633802817,4.411777763687023e-06,0.0024546805299116158,"[{'rouge-1': {'r': 0.06862745098039216, 'p': 0.5833333333333334, 'f': 0.12280701566020316}, 'rouge-2': {'r': 0.02857142857142857, 'p': 0.36363636363636365, 'f': 0.05298013109951321}, 'rouge-l': {'r': 0.06862745098039216, 'p': 0.5833333333333334, 'f': 0.12280701566020316}}]","[{'rouge-1': {'r': 0.14705882352941177, 'p': 0.7894736842105263, 'f': 0.24793388165016053}, 'rouge-2': {'r': 0.11428571428571428, 'p': 0.7619047619047619, 'f': 0.19875776170672427}, 'rouge-l': {'r': 0.12745098039215685, 'p': 0.6842105263157895, 'f': 0.2148760304104911}}]",0.12280701566020316,0.2148760304104911
28,"Door een voor deze ingreep getrainde uroloog wordt via de plasbuis, uw prostaatklier van de kapsel losgemaakt. Vervolgens wordt de klier verkleind om de stukjes uit te kunnen spoelen. Vergelijk het met een mandarijn pellen zonder de schil rondom kapot te maken. Als de vrucht los is van de schil, kunnen de partjes worden uitgespoeld. Hierdoor ontstaat meer ruimte voor de plasbuis in de prostaat waardoor het plassen na de operatie gemakkelijker zal gaan. Deze operatie is vergelijkbaar met de open subcapsularie prostatectomie, een Hryntschak of een Millin operatie (operaties die met een snee in de onderbuik worden uitgevoerd) maar is veel minder gecompliceerd. En de tijd die u in het ziekenhuis moet blijven is doorgaans veel korter. Ook hele grote prostaten kunnen, anders dan met een conventionele TURP, op deze manier behandeld worden. Meestal kunt u één of twee dagen na de operatie weer naar huis.",Kan deze operatie ook worden toegepast bij hele grote prostaten?,"Ja, anders dan bij een conventionele TURP kunnen ook hele grote prostaten op deze manier worden behandeld.",0.028169014084507043,0.07042253521126761,4.0416854150374825e-84,3.400476833755209e-81,"[{'rouge-1': {'r': 0.049019607843137254, 'p': 0.5, 'f': 0.08928571265943878}, 'rouge-2': {'r': 0.007142857142857143, 'p': 0.1111111111111111, 'f': 0.013422817656862398}, 'rouge-l': {'r': 0.029411764705882353, 'p': 0.3, 'f': 0.053571426945153114}}]","[{'rouge-1': {'r': 0.12745098039215685, 'p': 0.7647058823529411, 'f': 0.2184873925090036}, 'rouge-2': {'r': 0.04285714285714286, 'p': 0.375, 'f': 0.07692307508218281}, 'rouge-l': {'r': 0.08823529411764706, 'p': 0.5294117647058824, 'f': 0.15126050175270112}}]",0.053571426945153114,0.15126050175270112
29,"Door een voor deze ingreep getrainde uroloog wordt via de plasbuis, uw prostaatklier van de kapsel losgemaakt. Vervolgens wordt de klier verkleind om de stukjes uit te kunnen spoelen. Vergelijk het met een mandarijn pellen zonder de schil rondom kapot te maken. Als de vrucht los is van de schil, kunnen de partjes worden uitgespoeld. Hierdoor ontstaat meer ruimte voor de plasbuis in de prostaat waardoor het plassen na de operatie gemakkelijker zal gaan. Deze operatie is vergelijkbaar met de open subcapsularie prostatectomie, een Hryntschak of een Millin operatie (operaties die met een snee in de onderbuik worden uitgevoerd) maar is veel minder gecompliceerd. En de tijd die u in het ziekenhuis moet blijven is doorgaans veel korter. Ook hele grote prostaten kunnen, anders dan met een conventionele TURP, op deze manier behandeld worden. Meestal kunt u één of twee dagen na de operatie weer naar huis.",Hoe lang moet ik in het ziekenhuis blijven na deze operatie?,Doorgaans kunt u één of twee dagen na de operatie weer naar huis.,0.014084507042253521,0.08571428571428572,1.3894738895545316e-83,2.194491294022394e-05,"[{'rouge-1': {'r': 0.06862745098039216, 'p': 0.6363636363636364, 'f': 0.1238938035523534}, 'rouge-2': {'r': 0.014285714285714285, 'p': 0.2, 'f': 0.02666666542222228}, 'rouge-l': {'r': 0.058823529411764705, 'p': 0.5454545454545454, 'f': 0.10619468850810558}}]","[{'rouge-1': {'r': 0.11764705882352941, 'p': 0.9230769230769231, 'f': 0.20869565016862007}, 'rouge-2': {'r': 0.07857142857142857, 'p': 0.9166666666666666, 'f': 0.14473684065096953}, 'rouge-l': {'r': 0.11764705882352941, 'p': 0.9230769230769231, 'f': 0.20869565016862007}}]",0.10619468850810558,0.20869565016862007
30,"(meting passagetijd) Uw medisch specialist heeft u voor het maken van foto’s verwezen naar de afdeling radiologie (röntgen). Dit is een afdeling waar radiologen en radiodiagnostisch laboranten met behulp van verschillende technieken afbeeldingen van het lichaam maken. Bij het maken van foto’s wordt gebruik gemaakt van röntgenstralen. Deze stralen kunnen verschillende delen in het lichaam zichtbaar maken en geven daarvan een afbeelding op een beeldscherm. Nadat de foto’s gemaakt zijn, worden deze door een radioloog beoordeeld. Vervolgens wordt de uitslag vastgelegd in een verslag.",Welke afdeling van het ziekenhuis is verantwoordelijk voor het maken van foto's?,De afdeling radiologie (röntgen) is verantwoordelijk voor het maken van foto's.,0.02,0.0625,0.0006514027933200761,0.001666593239692515,"[{'rouge-1': {'r': 0.1016949152542373, 'p': 0.6, 'f': 0.17391304099979}, 'rouge-2': {'r': 0.05063291139240506, 'p': 0.36363636363636365, 'f': 0.08888888674320992}, 'rouge-l': {'r': 0.0847457627118644, 'p': 0.5, 'f': 0.14492753375341316}}]","[{'rouge-1': {'r': 0.13559322033898305, 'p': 0.7272727272727273, 'f': 0.228571425922449}, 'rouge-2': {'r': 0.06329113924050633, 'p': 0.5, 'f': 0.11235954856710015}, 'rouge-l': {'r': 0.0847457627118644, 'p': 0.45454545454545453, 'f': 0.14285714020816329}}]",0.14492753375341316,0.14285714020816329
31,"(meting passagetijd) Uw medisch specialist heeft u voor het maken van foto’s verwezen naar de afdeling radiologie (röntgen). Dit is een afdeling waar radiologen en radiodiagnostisch laboranten met behulp van verschillende technieken afbeeldingen van het lichaam maken. Bij het maken van foto’s wordt gebruik gemaakt van röntgenstralen. Deze stralen kunnen verschillende delen in het lichaam zichtbaar maken en geven daarvan een afbeelding op een beeldscherm. Nadat de foto’s gemaakt zijn, worden deze door een radioloog beoordeeld. Vervolgens wordt de uitslag vastgelegd in een verslag.",Wat is de functie van röntgenstralen bij het maken van foto's?,Röntgenstralen worden gebruikt om verschillende delen van het lichaam zichtbaar te maken en geven daarvan een afbeelding op een beeldscherm.,0.020833333333333332,0.1702127659574468,0.0002838416369644182,0.012694001934322309,"[{'rouge-1': {'r': 0.1016949152542373, 'p': 0.6, 'f': 0.17391304099979}, 'rouge-2': {'r': 0.0379746835443038, 'p': 0.3, 'f': 0.06741572834238108}, 'rouge-l': {'r': 0.0847457627118644, 'p': 0.5, 'f': 0.14492753375341316}}]","[{'rouge-1': {'r': 0.2542372881355932, 'p': 0.7894736842105263, 'f': 0.384615380930309}, 'rouge-2': {'r': 0.1518987341772152, 'p': 0.631578947368421, 'f': 0.24489795605789255}, 'rouge-l': {'r': 0.2542372881355932, 'p': 0.7894736842105263, 'f': 0.384615380930309}}]",0.14492753375341316,0.384615380930309
34,"(meting passagetijd) Uw medisch specialist heeft u voor het maken van foto’s verwezen naar de afdeling radiologie (röntgen). Dit is een afdeling waar radiologen en radiodiagnostisch laboranten met behulp van verschillende technieken afbeeldingen van het lichaam maken. Bij het maken van foto’s wordt gebruik gemaakt van röntgenstralen. Deze stralen kunnen verschillende delen in het lichaam zichtbaar maken en geven daarvan een afbeelding op een beeldscherm. Nadat de foto’s gemaakt zijn, worden deze door een radioloog beoordeeld. Vervolgens wordt de uitslag vastgelegd in een verslag.",Welke techniek wordt gebruikt bij het maken van foto's?,Bij het maken van foto's wordt gebruik gemaakt van röntgenstralen.,0.02040816326530612,0.06382978723404255,6.938738650595896e-05,0.00044177821095621206,"[{'rouge-1': {'r': 0.06779661016949153, 'p': 0.4444444444444444, 'f': 0.11764705652681663}, 'rouge-2': {'r': 0.02531645569620253, 'p': 0.25, 'f': 0.045977009824283314}, 'rouge-l': {'r': 0.06779661016949153, 'p': 0.4444444444444444, 'f': 0.11764705652681663}}]","[{'rouge-1': {'r': 0.13559322033898305, 'p': 0.8888888888888888, 'f': 0.23529411535034603}, 'rouge-2': {'r': 0.08860759493670886, 'p': 0.7777777777777778, 'f': 0.15909090725464875}, 'rouge-l': {'r': 0.13559322033898305, 'p': 0.8888888888888888, 'f': 0.23529411535034603}}]",0.11764705652681663,0.23529411535034603
37,Een allergie voor benzocaïne kan men aantonen door middel van een plakproef.,Hoe kan men een allergie voor benzocaïne aantonen?,Een allergie voor benzocaïne kan worden aangetoond door middel van een plakproef.,0.5,0.3333333333333333,3.5380464284190667e-78,0.6703420896351792,"[{'rouge-1': {'r': 0.5, 'p': 0.75, 'f': 0.5999999952}, 'rouge-2': {'r': 0.2727272727272727, 'p': 0.42857142857142855, 'f': 0.3333333285802469}, 'rouge-l': {'r': 0.25, 'p': 0.375, 'f': 0.29999999520000004}}]","[{'rouge-1': {'r': 0.8333333333333334, 'p': 0.8333333333333334, 'f': 0.8333333283333335}, 'rouge-2': {'r': 0.7272727272727273, 'p': 0.7272727272727273, 'f': 0.7272727222727273}, 'rouge-l': {'r': 0.8333333333333334, 'p': 0.8333333333333334, 'f': 0.8333333283333335}}]",0.29999999520000004,0.8333333283333335
38,Een allergie voor benzocaïne kan men aantonen door middel van een plakproef.,Welke methode wordt gebruikt om een allergie voor benzocaïne te testen?,Een allergie voor benzocaïne wordt getest door middel van een plakproef.,0.125,0.3333333333333333,3.1352625502397913e-78,0.5833510584342544,"[{'rouge-1': {'r': 0.3333333333333333, 'p': 0.36363636363636365, 'f': 0.3478260819659736}, 'rouge-2': {'r': 0.18181818181818182, 'p': 0.2, 'f': 0.1904761854875285}, 'rouge-l': {'r': 0.25, 'p': 0.2727272727272727, 'f': 0.26086956022684316}}]","[{'rouge-1': {'r': 0.75, 'p': 0.8181818181818182, 'f': 0.7826086906616257}, 'rouge-2': {'r': 0.6363636363636364, 'p': 0.7, 'f': 0.6666666616780046}, 'rouge-l': {'r': 0.75, 'p': 0.8181818181818182, 'f': 0.7826086906616257}}]",0.26086956022684316,0.7826086906616257
40,"Rituximab en bendamustine worden toegediend via een infuus in een ader in uw arm of hand. Deze behandeling vindt plaats op de oncologie dagbehandeling van ZGT. Om een allergische reactie op rituximab te voorkomen krijgt u vooraf via het infuus medicijnen. Het is belangrijk dat u eventuele klachten tijdens de toediening direct meldt aan de oncologieverpleegkundige. De toediening duurt ongeveer drie en een half uur. De eerste en tweede kuur duren langer aangezien de rituximab dan langzamer inloopt. De kuur wordt afhankelijk van de bloeduitslagen om de vier weken gegeven. Naast de algemene bijwerkingen kunnen de volgende specifieke bijwerkingen optreden: 
- Bij koorts boven de 38.5° C moet u contact met ons opnemen. 
- Uw haar gaat in principe niet uitvallen, mogelijk wordt het alleen wat dunner. Een machtiging voor een eventueel haarwerk kunt u vragen aan de oncologieverpleegkundige. 
- Resten cytostatica kunnen tot dag vier in het lichaamsvocht (onder meer urine, ontlasting, sperma, speeksel en braaksel) aanwezig zijn. In het ziekenhuis krijgt u adviezen over hoe u hiermee om kunt gaan. Als u klachten krijgt die u niet vertrouwt mag u altijd contact met ons opnemen.",Hoe worden rituximab en bendamustine toegediend?,Rituximab en bendamustine worden toegediend via een infuus in een ader in uw arm of hand.,0.020618556701030927,0.07216494845360824,3.421280054478849e-167,1.3999756963701655e-05,"[{'rouge-1': {'r': 0.030534351145038167, 'p': 0.6666666666666666, 'f': 0.058394159746390326}, 'rouge-2': {'r': 0.0055248618784530384, 'p': 0.2, 'f': 0.010752687648861167}, 'rouge-l': {'r': 0.022900763358778626, 'p': 0.5, 'f': 0.043795619600404935}}]","[{'rouge-1': {'r': 0.10687022900763359, 'p': 1.0, 'f': 0.19310344653127232}, 'rouge-2': {'r': 0.08287292817679558, 'p': 1.0, 'f': 0.1530612230763224}, 'rouge-l': {'r': 0.10687022900763359, 'p': 1.0, 'f': 0.19310344653127232}}]",0.043795619600404935,0.19310344653127232
41,"Rituximab en bendamustine worden toegediend via een infuus in een ader in uw arm of hand. Deze behandeling vindt plaats op de oncologie dagbehandeling van ZGT. Om een allergische reactie op rituximab te voorkomen krijgt u vooraf via het infuus medicijnen. Het is belangrijk dat u eventuele klachten tijdens de toediening direct meldt aan de oncologieverpleegkundige. De toediening duurt ongeveer drie en een half uur. De eerste en tweede kuur duren langer aangezien de rituximab dan langzamer inloopt. De kuur wordt afhankelijk van de bloeduitslagen om de vier weken gegeven. Naast de algemene bijwerkingen kunnen de volgende specifieke bijwerkingen optreden: 
- Bij koorts boven de 38.5° C moet u contact met ons opnemen. 
- Uw haar gaat in principe niet uitvallen, mogelijk wordt het alleen wat dunner. Een machtiging voor een eventueel haarwerk kunt u vragen aan de oncologieverpleegkundige. 
- Resten cytostatica kunnen tot dag vier in het lichaamsvocht (onder meer urine, ontlasting, sperma, speeksel en braaksel) aanwezig zijn. In het ziekenhuis krijgt u adviezen over hoe u hiermee om kunt gaan. Als u klachten krijgt die u niet vertrouwt mag u altijd contact met ons opnemen.",Waar vindt de behandeling plaats?,Deze behandeling vindt plaats op de oncologie dagbehandeling van ZGT.,0.0,0.05154639175257732,4.651792830834349e-246,1.8266778339886237e-08,"[{'rouge-1': {'r': 0.022900763358778626, 'p': 0.6, 'f': 0.04411764635056229}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.015267175572519083, 'p': 0.4, 'f': 0.02941176399762112}}]","[{'rouge-1': {'r': 0.07633587786259542, 'p': 1.0, 'f': 0.14184397031336454}, 'rouge-2': {'r': 0.049723756906077346, 'p': 1.0, 'f': 0.0947368412027701}, 'rouge-l': {'r': 0.07633587786259542, 'p': 1.0, 'f': 0.14184397031336454}}]",0.02941176399762112,0.14184397031336454
42,"Rituximab en bendamustine worden toegediend via een infuus in een ader in uw arm of hand. Deze behandeling vindt plaats op de oncologie dagbehandeling van ZGT. Om een allergische reactie op rituximab te voorkomen krijgt u vooraf via het infuus medicijnen. Het is belangrijk dat u eventuele klachten tijdens de toediening direct meldt aan de oncologieverpleegkundige. De toediening duurt ongeveer drie en een half uur. De eerste en tweede kuur duren langer aangezien de rituximab dan langzamer inloopt. De kuur wordt afhankelijk van de bloeduitslagen om de vier weken gegeven. Naast de algemene bijwerkingen kunnen de volgende specifieke bijwerkingen optreden: 
- Bij koorts boven de 38.5° C moet u contact met ons opnemen. 
- Uw haar gaat in principe niet uitvallen, mogelijk wordt het alleen wat dunner. Een machtiging voor een eventueel haarwerk kunt u vragen aan de oncologieverpleegkundige. 
- Resten cytostatica kunnen tot dag vier in het lichaamsvocht (onder meer urine, ontlasting, sperma, speeksel en braaksel) aanwezig zijn. In het ziekenhuis krijgt u adviezen over hoe u hiermee om kunt gaan. Als u klachten krijgt die u niet vertrouwt mag u altijd contact met ons opnemen.",Wat zijn mogelijke bijwerkingen van rituximab?,"Naast de algemene bijwerkingen kunnen de volgende specifieke bijwerkingen optreden: - Bij koorts boven de 38.5° C moet u contact met ons opnemen. - Uw haar gaat in principe niet uitvallen, mogelijk wordt het alleen wat dunner. Een machtiging voor een eventueel haarwerk kunt u vragen aan de oncologieverpleegkundige. - Resten cytostatica kunnen tot dag vier in het lichaamsvocht (onder meer urine, ontlasting, sperma, speeksel en braaksel) aanwezig zijn. In het ziekenhuis krijgt u adviezen over hoe u hiermee om kunt gaan. Als u klachten krijgt die u niet vertrouwt mag u altijd contact met ons opnemen.",0.0,0.4742268041237113,6.184933617321231e-244,0.4140294461093377,"[{'rouge-1': {'r': 0.022900763358778626, 'p': 0.5, 'f': 0.043795619600404935}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.022900763358778626, 'p': 0.5, 'f': 0.043795619600404935}}]","[{'rouge-1': {'r': 0.5725190839694656, 'p': 1.0, 'f': 0.7281553351753228}, 'rouge-2': {'r': 0.5193370165745856, 'p': 1.0, 'f': 0.6836363591367934}, 'rouge-l': {'r': 0.5725190839694656, 'p': 1.0, 'f': 0.7281553351753228}}]",0.043795619600404935,0.7281553351753228
43,"Rituximab en bendamustine worden toegediend via een infuus in een ader in uw arm of hand. Deze behandeling vindt plaats op de oncologie dagbehandeling van ZGT. Om een allergische reactie op rituximab te voorkomen krijgt u vooraf via het infuus medicijnen. Het is belangrijk dat u eventuele klachten tijdens de toediening direct meldt aan de oncologieverpleegkundige. De toediening duurt ongeveer drie en een half uur. De eerste en tweede kuur duren langer aangezien de rituximab dan langzamer inloopt. De kuur wordt afhankelijk van de bloeduitslagen om de vier weken gegeven. Naast de algemene bijwerkingen kunnen de volgende specifieke bijwerkingen optreden: 
- Bij koorts boven de 38.5° C moet u contact met ons opnemen. 
- Uw haar gaat in principe niet uitvallen, mogelijk wordt het alleen wat dunner. Een machtiging voor een eventueel haarwerk kunt u vragen aan de oncologieverpleegkundige. 
- Resten cytostatica kunnen tot dag vier in het lichaamsvocht (onder meer urine, ontlasting, sperma, speeksel en braaksel) aanwezig zijn. In het ziekenhuis krijgt u adviezen over hoe u hiermee om kunt gaan. Als u klachten krijgt die u niet vertrouwt mag u altijd contact met ons opnemen.",Wat zijn algemene richtlijnen voor het omgaan met cytostatica?,"Resten cytostatica kunnen tot dag vier in het lichaamsvocht (onder meer urine, ontlasting, sperma, speeksel en braaksel) aanwezig zijn. In het ziekenhuis krijgt u adviezen over hoe u hiermee om kunt gaan.",0.0,0.16494845360824742,4.4611296264328064e-240,0.013464585890646684,"[{'rouge-1': {'r': 0.03816793893129771, 'p': 0.5555555555555556, 'f': 0.07142857022551023}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.03816793893129771, 'p': 0.5555555555555556, 'f': 0.07142857022551023}}]","[{'rouge-1': {'r': 0.22900763358778625, 'p': 1.0, 'f': 0.37267080442112577}, 'rouge-2': {'r': 0.1712707182320442, 'p': 1.0, 'f': 0.29245282769179426}, 'rouge-l': {'r': 0.22900763358778625, 'p': 1.0, 'f': 0.37267080442112577}}]",0.07142857022551023,0.37267080442112577
