,topic_id,filename,header,section_text,Question,Answer
562,41,Mercaptopurine (6) (Purinethol) bij IBD,Werking,"Uw behandelend medisch specialist schrijft meestal 6-Mercaptopurine voor wanneer andere medicijnen niet of onvoldoende hebben geholpen of wanneer het niet lukt om langdurig prednisongebruik af te bouwen. 6-Mercaptopurine behoort tot de groep van immunosuppressiva. Dit zijn geneesmiddelen die de natuurlijke lichaamsafweer onderdrukken. Bij inflammatoire darmziekten wordt Azathioprine (Imuran) vaak als eerste afweer onderdrukkend medicijn ingezet, maar circa 10 tot 20% van de patiënten kan dit middel echter niet goed verdragen. Als vervanger kan 6-mercaptopurine worden voorgeschreven. Soms wordt ook direct 6-Mercaptopurine gestart. Door het gebruik van 6-Mercaptopurine wordt de zogenoemde ‘overactieve afweer’ onderdrukt en daarmee de activiteit van de chronische darmontsteking onderdrukt. In hoge dosering is 6-Mercaptopurine een cytostaticum omdat het de groei van cellen remt en snelgroeiende, woekerende cellen doodt. De dosering van 6-Mercaptopurine is bij de ziekte van Crohn en colitis ulcerosa echter veel lager dan bij de behandeling van kwaadaardige aandoeningen. Hierdoor zullen de bijverschijnselen ook minder vaak voorkomen en milder van aard zijn. Dit is belangrijk om te weten, daar het mogelijk is dat de bijsluiter die u van uw apotheek krijgt, gericht is op mensen met kwaadaardige aandoeningen. 6-Mercaptopurine moet veelal 2 tot 3 maanden gebruikt worden voordat het effect merkbaar is. Daarom gaat u wellicht - in overleg met uw medisch specialist - in eerste instantie door met de medicatie die u al gebruikt. Wanneer blijkt dat u goed op het middel reageert en er geen bijwerkingen optreden, kan 6-mercaptopurine langdurig gebruikt worden.",Waarom wordt 6-Mercaptopurine voorgeschreven als vervanger van Azathioprine?,Circa 10 tot 20% van de patiënten kan het medicijn Azathioprine niet goed verdragen. In dat geval kan 6-Mercaptopurine worden voorgeschreven als vervanger. Soms wordt ook direct gestart met 6-Mercaptopurine.
101,42,Abatacept onderhuidse injectie,Tandheelkundige ingrepen,"Abatacept mag u meestal in de periode voor, tijdens en na een tandheelkundige ingreep blijven gebruiken. Bij bloedige ingrepen kan wel geadviseerd worden om antibiotica te gebruiken, om het risico op een infectie te verlagen. Het is daarom verstandig om uw reumatoloog tijdig te informeren dat u een ingreep moet ondergaan. Informeer tijdig degene die de ingreep uitvoert dat u wordt behandeld met abatacept.",Mag ik abatacept blijven gebruiken bij tandheelkundige ingrepen?,"Ja, abatacept mag u meestal in de periode voor, tijdens en na een tandheelkundige ingreep blijven gebruiken."
571,42,Filgotinib bij IBD,Dosering filgotinib,U start met een dosering van de filgotinib eenmaal daags 200 milligram. Deze dosering mag u ook als onderhoudsdosering blijven gebruiken. Indien u ouder bent dan 75 jaar of een verminderde nierfunctie heeft zal de dosering aangepast worden naar eenmaal daags 100 milligram.,Wat is de startdosering van filgotinib voor IBD?,De startdosering van filgotinib voor IBD is eenmaal daags 200 milligram.
570,42,Tocilizumab onderhuidse injectie,Tandheelkundige ingrepen,"Tocilizumab mag u meestal in de periode voor, tijdens en na een tandheelkundige ingreep blijven gebruiken. Bij bloedige ingrepen kan wel geadviseerd worden om antibiotica te gebruiken, om het risico op een infectie te verlagen. Het is daarom verstandig om uw reumatoloog tijdig te informeren dat u een ingreep moet ondergaan. Informeer tijdig degene die de ingreep uitvoert dat u wordt behandeld met tocilizumab.",Wanneer wordt geadviseerd om antibiotica te gebruiken tijdens een tandheelkundige ingreep?,Bij bloedige ingrepen kan het geadviseerd worden om antibiotica te gebruiken tijdens een tandheelkundige ingreep.
568,42,Tocilizumab per infuus,Geplande operaties,Tocilizumab wordt bij voorkeur niet gestart/gegeven gedurende de twee maanden voordat een geplande operatie plaatsvindt. Met het infuus wordt gewacht totdat de wond goed genezen is en er geen tekenen van infectie zijn. Het is daarom verstandig om uw reumatoloog tijdig (bij voorkeur minimaal drie maanden vooraf) te informeren dat u een operatie moet ondergaan. Informeer tijdig degene die de operatie uitvoert dat u wordt behandeld met tocilizumab.,Mag tocilizumab gebruikt worden tijdens geplande operaties?,"Nee, tocilizumab wordt bij voorkeur niet gestart/gegeven gedurende de twee maanden voordat een geplande operatie plaatsvindt."
82,43,Alvleesklierontsteking (pancreatitis),Wat is de pancreas (alvleesklier)?,"De pancreas is een orgaan dat dwars achter in de buik ligt. Het is ongeveer vijftien cm lang en één tot drie cm dik. De 'kop' van dit orgaan ligt in de binnenbocht van de twaalfvingerige darm, het 'lichaam' en de 'staart' liggen voor de wervelkolom en de grote bloedvaten achter in de buik. Aan de bovenkant ligt de pancreas tegen de maag, aan de onderkant tegen de dunne darm. De pancreas is opgebouwd uit cellen die hormonen maken (bijvoorbeeld insuline en glucagon) en uit cellen die enzymen maken (onder andere amylase, lipase, trypsine). De pancreashormonen worden afgegeven in het bloed en zorgen ervoor dat het bloedsuikergehalte binnen normale waarden blijft. Als de hormoonproductie te laag is, ontstaat er suikerziekte (diabetes). De pancreasenzymen zijn van groot belang voor de spijsvertering. Wanneer te weinig enzymen worden geproduceerd, ontstaan stoornissen in de vertering van suikers (door amylase), vetten (door lipase) en eiwitten (door trypsine). Bij ernstige enzymtekorten zal zich dat uiten in grote hoeveelheden brijige grijze dunne ontlasting en gewichtsverlies. In de pancreas kunnen zich ontstekingsreacties voordoen. Als dat snel en plotseling gebeurt is er sprake van een 'acute' pancreatitis. De ontsteking kan ook milder zijn en zich bij herhaling voordoen. In dat geval spreken we van een 'chronische' pancreatitis.",Wat zijn de functies van de pancreas?,"De pancreas produceert hormonen (insuline en glucagon) en enzymen (amylase, lipase, trypsine)."
575,43,"Galblaas, het verwijderen van",De galblaas,"De galblaas is een klein peervormig orgaan dat aan de onderkant van de lever ligt, rechts boven in de buik. De galblaas is door gangetjes (galwegen) verbonden met de lever en met het bovenste gedeelte van de dunne darm (de twaalfvingerige darm). De lever vormt dag en nacht gal (een vloeistof die zeer belangrijk is voor de vertering van vetten in het voedsel) en voert de gal af naar de galblaas waar het wordt ingedikt en opgeslagen. Zodra er voedsel in de darm komt, met name bij vet voedsel, perst de galblaas de gal via de afvoerbuis naar de dunne darm. Dit geeft de ontlasting de bruine kleur. Wanneer de galblaas is verwijderd wordt deze functie overgenomen door de lever en de galgangen. Deze functie is zelfs vaak al overgenomen bij een afgesloten galblaas of een galblaas die vol stenen zit.",Waar ligt de galblaas in het lichaam?,"De galblaas ligt aan de onderkant van de lever, rechts boven in de buik."
578,43,Gastric bypass,De operatie,"De gastric bypass operatie duurt ongeveer anderhalf uur en is in beginsel definitief (niet omkeerbaar). Voor deze operatie wordt u in principe één nacht in het ziekenhuis opgenomen. Gastric bypass houdt in dat de maag in tweeën wordt gedeeld. Het bovenste, kleinste deel van de maag (2) wordt verbonden met de dunne darm (4). Deze maagverkleining resulteert in een verminderde voedselinname. Het andere deel van de maag (3) en het aangrenzende eerste stuk van de dunne darm, de 12- vingerige darm (6) worden na de operatie ‘overgeslagen’ (ge’bypassed’). Verderop wordt weer een verbinding gemaakt met de dunne darm, zodat het maagsap, de gal en alvleeskliersap uiteindelijk toch hun weg naar de rest van de darm kunnen vinden. Het voedsel wordt dus zo omgeleid dat deze belangrijke spijsverteringsstoffen er pas veel later dan normaal mee worden vermengd. Hierdoor worden er minder voedingstoffen in de bloedbaan opgenomen. Ook treedt een verandering van de spijsverteringshormonen op.",Hoe lang duurt een gastric bypass operatie?,Een gastric bypass operatie duurt ongeveer anderhalf uur.
573,43,Voedingsadviezen bij een ileostoma,Voedingsadviezen bij een ileostoma,"In deze folder vindt u adviezen over de voeding bij een ileostoma. Een ileostoma is een kunstmatige uitgang van de dunne darm op de buik. Deze is aangelegd omdat de dikke darm is verwijderd of (tijdelijk) niet wordt gebruikt. In de dikke darm vindt het indikken van de ontlasting plaats en worden vocht en zout weer in het lichaam opgenomen. Bij een ileostoma gebeurt dit niet. De ontlasting die via de ileostoma het lichaam verlaat is daarom over het algemeen brijig of zelfs waterdun. Doordat de ontlasting meer en dunner is verliest u extra vocht en zout. Na de operatie waarbij een ileostoma wordt aangelegd, komt de stoma binnen 24 uur op gang. Een vloeibare productie van circa 1200 ml per 24 uur is in de eerste week na de operatie normaal en in de volgende twee tot drie maanden dikt de ontlasting vervolgens in tot minder dan 1000 ml per dag. Hierbij leegt u een stomazakje gemiddeld 4-6 keer per 24 uur waarvan ook 1-2 keer per nacht. Na het aanleggen van een ileostoma is het volgen van een speciaal dieet niet nodig, alles mag gegeten en gedronken worden. De basis van de voeding is een gezonde voeding. Voor richtlijnen ‘gezonde voeding’, kijk op de website van het voedingscentrum. https://www.voedingscentrum.nl/nl/gezond-eten-met-de-schijf-van-vijf Er zijn wel een aantal zaken waar u rekening mee kunt houden. Deze worden hieronder beschreven.",Wat is een ileostoma?,Een ileostoma is een kunstmatige uitgang van de dunne darm op de buik.
65,44,Aspirine neusprovocatie,B-Blockers,"48 uur van tevoren staken, altijd in overleg met allergoloog. Acebutalol Metoprplol Atenolol Nebilet Bisoprolol Nebivolol Carvedilol Oxprenolol Celiprolol Pindolol Dilanorm Propanolol Emcor Sectral Eucardic Selokeen Kerlon Sotalol Labetalol Viskeen",Hoe lang van tevoren moeten B-Blockers gestaakt worden bij een aspirine neusprovocatie?,B-Blockers moeten 48 uur van tevoren gestaakt worden in overleg met een allergoloog.
582,44,Latexprovocatie,Antidepressiva,"72 uur van te voren staken, altijd na overleg met de allergoloog Amitriptyline Nortriptyline Anafranil Prothiaden Clomipramine Remeron Dosulepine Sarotex Doxepine Seroquel Maprotiline Sinequan Mianserine Tolvon Mirtazapine Trazodon Nortrilen Trazolan Tryptizol quetiapine",Wat is de aanbevolen periode om te stoppen met het gebruik van antidepressiva voor een latexprovocatie?,"Het wordt aanbevolen om 72 uur voor een latexprovocatie te stoppen met het gebruik van antidepressiva, na overleg met de allergoloog."
583,44,Latexprovocatie,Longmedicatie ,"24 uur van te voren staken Airflubo Oxis Airflusal Revlar Anoro Salflutin Atectura Salufer Atimos Salmeterol Bevespi Seretide Bricanyl retard Serevent Bufoler Spiolto Busalair Spiriva Cromoglicinezuur Symbicort Duoresp Tilade Duaktir-genuair Tiotropium Enerzair Tavulus Flutiform Tiotrus Foradil Trixeo Formeterol Trimbo Foster Tregely Indaceterol=Hirobriz, Onbrez Umeclidinum=Incruse Lomudal Ultibro Nedocromil Xoterna Olodateol=Striverdy Longmedicatie, 48 uur van te voren staken Theofylline Theolair retard Longmedicatie, 72 uur van te voren staken Montelukast Singulair",Hoeveel uur van tevoren moet je stoppen met longmedicatie voor Theofylline en Theolair retard?,Bij Theofylline en Theolair retard moet je longmedicatie 48 uur van tevoren staken.
581,44,Medicijnhuidtest,Maag/darm medicijnen,72 uur van te voren staken Axid Pepcidin Cimetidine Ranitidine famotidine Tagamet Nizatidine Zantac Pepcid,Welke medicijnen moet ik 72 uur voor een huidtest voor maag- en darmaandoeningen staken?,"U moet de volgende medicijnen 72 uur voor een huidtest voor maag- en darmaandoeningen staken: Axid, Pepcidine, Cimetidine, Ranitidine, Famotidine, Tagamet, Nizatidine en Zantac."
8,45,Abatacept onderhuidse injectie,Abatacept (Orencia®) per infuus,"Uw reumatoloog heeft u abatacept voorgeschreven voor de behandeling van uw reumatische aandoening. Dit is een biologische reumaremmer. Om dit medicijn goed te gebruiken, is het belangrijk dat u er een aantal dingen over weet. Lees daarom behalve deze folder ook de bijsluiter van de apotheek.",Wat is abatacept?,Abatacept is een biologische reumaremmer die voorgeschreven wordt voor de behandeling van reumatische aandoeningen.
584,45,Bisfosfonaten,Bisfosfonaten,"Uw reumatoloog heeft u een bisfosfonaat tablet zoals alendroninezuur (Fosamax®, Fosavance®), risedroninezuur (Actonel®, Actokit®), ibandroninezuur (Bonviva®, Bonendro® of Adrovance®), een drank zoals alendroninezuur (Bonasol®) of een infuus zoals zoledroninezuur (Aclasta®, Zometa®) en pamidroninezuur (ook wel APD genoemd) voorgeschreven. Deze middelen worden gebruikt ter voorkoming en behandeling van botontkalking (osteoporose) en bij een verhoogde kans op botbreuken. Om dit medicijn goed te kunnen gebruiken, is het belangrijk dat u weet wat u inneemt. Lees daarom behalve deze folder ook de bijsluiter van de apotheek.",Welke bisfosfonaten zijn voorgeschreven door mijn reumatoloog?,"Bisfosfonaten, zoals alendroninezuur (Fosamax®, Fosavance®), risedroninezuur (Actonel®, Actokit®), ibandroninezuur (Bonviva®, Bonendro® of Adrovance®), een drank zoals alendroninezuur (Bonasol®) of een infuus zoals zoledroninezuur (Aclasta®, Zometa®) en pamidroninezuur (ook wel APD genoemd) kunnen worden voorgeschreven door uw reumatoloog ter voorkoming en behandeling van botontkalking (osteoporose) en bij een verhoogde kans op botbreuken."
603,45,Tocilizumab onderhuidse injectie,Tocilizumab (RoActemra®) per infuus,"Uw reumatoloog heeft u tocilizumab voorgeschreven voor de behandeling van uw reumatische aandoening. Dit is een biologische reumaremmer. Om dit medicijn goed te gebruiken, is het belangrijk dat u er een aantal dingen over weet. Lees daarom behalve deze folder ook de bijsluiter van de apotheek.",Wie heeft u tocilizumab voorgeschreven en waarvoor?,Uw reumatoloog heeft u tocilizumab voorgeschreven voor de behandeling van uw reumatische aandoening.
12,50,"Angiografie, dotterbehandeling en_of stentplaatsing",Stentplaatsing,"Indien een dotterbehandeling onvoldoende resultaat geeft zal de interventieradioloog beoordelen of een stent geplaatst kan worden. Een stent is een buisje van metaal (legering) dat het bloedvat openhoudt. Een stent blijft in tegenstelling tot een dotterballon in uw lichaam achter. Als de behandeling klaar is, wordt het werkbuisje verwijderd. Het ontstane gaatje in de slagader wordt 10 tot 15 minuten met de hand dichtgedrukt of wordt door middel van een soort plugje gesloten. De manier van sluiten van het gaatje is afhankelijk van de conditie van de slagader ter plaatse van de aanprikplaats.",Wat is een stent?,Een stent is een buisje van metaal dat gebruikt wordt om een bloedvat open te houden.
586,50,Bipolaire enucleatie van de prostaat,Operatie,"Door een voor deze ingreep getrainde uroloog wordt via de plasbuis, uw prostaatklier van de kapsel losgemaakt. Vervolgens wordt de klier verkleind om de stukjes uit te kunnen spoelen. Vergelijk het met een mandarijn pellen zonder de schil rondom kapot te maken. Als de vrucht los is van de schil, kunnen de partjes worden uitgespoeld. Hierdoor ontstaat meer ruimte voor de plasbuis in de prostaat waardoor het plassen na de operatie gemakkelijker zal gaan. Deze operatie is vergelijkbaar met de open subcapsularie prostatectomie, een Hryntschak of een Millin operatie (operaties die met een snee in de onderbuik worden uitgevoerd) maar is veel minder gecompliceerd. En de tijd die u in het ziekenhuis moet blijven is doorgaans veel korter. Ook hele grote prostaten kunnen, anders dan met een conventionele TURP, op deze manier behandeld worden. Meestal kunt u één of twee dagen na de operatie weer naar huis.",Hoe wordt de prostaat verkleind tijdens de operatie?,"Tijdens de operatie wordt de prostaatklier verkleind door de stukjes uit te kunnen spoelen, vergelijkbaar met het pellen van een mandarijn zonder de schil rondom kapot te maken."
41,51,Adalimumab (Humira) bij IBD,Adalimumab (Humira®),"Bij de ziekte van Crohn en Colitis Ulcerosa Uw behandelend medisch of verpleegkundig specialist heeft met u gesproken over het gebruik van Adalimumab (Humira®). In deze folder krijgt u informatie over de werking en het gebruik van dit medicijn en wat u moet doen in geval van bijwerkingen. Het is echter géén vervanging van de bijsluiter. Hebt u na het lezen van deze folder nog vragen, dan kunt u daarmee terecht bij uw behandelend medisch of verpleegkundig specialist.",Wie heeft met mij gesproken over het gebruik van Adalimumab?,Uw behandelend medisch of verpleegkundig specialist heeft met u gesproken over het gebruik van Adalimumab.
69,56,MRI carotiden hypofyse,Verloop van het onderzoek,"Het is belangrijk dat alle metalen buiten de onderzoeksruimte blijven. De radiodiagnostisch laborant roept u op, en zal u vragen alle metalen voorwerpen in de kleedkamer achter te laten (haarspelden, 23 horloge, sieraden, munten, sleutels, gehoorapparaat, prothese enzovoort). Ook (bank)pasjes mogen de onderzoeks- ruimte niet in. Kleding waaraan metalen knoopjes of ritsen en dergelijke zitten zult u uit moeten doen. U kunt een T-shirt en broek (zonder rits) meenemen en aan doen. U komt in de onderzoeksruimte en de laborant vraagt u om plaats te nemen op de onderzoekstafel. U krijgt een koptelefoon op om naar muziek te luisteren of oordopjes in om het geluid te dempen. Er komt meetapparatuur over uw hals en hoofd. Via een spiegeltje kunt u de tunnel uit kijken. U krijgt een prik in de ader van de arm. Gedurende het onderzoek druppelt een infuusvloeistof in. De laborant schuift de tafel in het midden van het toestel, welke aan beide kanten open is. Voor dit onderzoek is het van belang dat u goed stil ligt, anders mislukt het onderzoek. De laborant zit in de bedieningsruimte aan het voeteneind en kan u door een raam zien liggen en in de gaten houden. Na één/meerdere serie opnames krijgt u een contrastmiddel via het dunne buisje in uw arm. Dan wordt er een serie herhaald, terwijl het contrast inloopt. Soms is een tweede serie nodig. Hierna is het onderzoek klaar.",Wat is het verloop van het MRI-onderzoek van de carotiden en hypofyse?,"Het onderzoek begint met het achterlaten van alle metalen voorwerpen zoals haarspelden, horloge, sieraden, munten, sleutels, gehoorapparaat, prothese en pasjes in de kleedkamer. U moet ook kleding uitdoen met metalen knoopjes of ritsen. Vervolgens neemt u plaats op de onderzoekstafel en krijgt u een koptelefoon of oordopjes om naar muziek te luisteren of het geluid te dempen. Er wordt meetapparatuur over uw hals en hoofd geplaatst en u kunt door een spiegeltje de tunnel uit kijken. Daarna krijgt u een prik in uw arm en druppelt een contrastvloeistof in. De laborant zit in de bedieningsruimte en kan u via een raam zien liggen en in de gaten houden. Het is belangrijk om tijdens het onderzoek stil te blijven liggen."
70,57,Aambeien (heamorroiden),Zijn er nog (aanvullende) onderzoeken nodig?,"De klachten die aambeien kunnen geven, kunnen ook voorkomen bij andere afwijkingen van de endeldarm of de anus. Het is daarom belangrijk dat er goed onderzoek wordt verricht en gekeken wordt naar de anus, het anale kanaal en het begin van de endeldarm. Dit onderzoek noemen we een proctoscopie. Zo nodig moet de gehele darm bekeken worden. Dit noemen we een coloscopie. Dit komt vooral voor bij patiënten boven de vijftig jaar. Bij jongere patiënten is over het algemeen het onderzoek van de anus en het anale kanaal voldoende.","Welke andere afwijkingen komen voor bij de anus, het anale kanaal en het begin van de endeldarm?","De klachten die aambeien kunnen geven, kunnen ook voorkomen bij andere afwijkingen van de endeldarm of de anus."
112,5,Aambeien (heamorroiden),Wat zijn de behandelingsmogelijkheden?,"Een veel toegepaste behandeling is het terugbrengen van de zwellichamen/het aambeiweefsel naar hun oorspronkelijke plaats. Het uitzakken is dan verholpen en de aambeien kunnen dan ook geen klachten meer geven. Proctoscopie met rubberbandligatie Een tegenwoordig veel toegepaste methode is het afbinden van het overtollige slijmvlies boven het aambeiweefsel met behulp van rubber bandjes (rubberbandligatie). Het slijmvlies sterft door het elastiekje binnen enkele dagen af. Dan laat het rubberbandje los en verlaat het lichaam met de ontlasting. De behandeling kan poliklinisch in ongeveer 5-10 minuten gebeuren. Vaak is er enkele dagen/weken na de eerste behandeling al een goed resultaat te verwachten, maar soms moet de behandeling herhaald worden of wordt er in overleg met u toch besloten over te gaan tot een operatie. Omdat het slijmvlies geen pijnzenuwen bevat, voelt u nauwelijks iets van de behandeling. Een gevoel van aandrang en lichte buikkrampen zijn wel gebruikelijk in de eerste dagen na het plaatsen van de bandjes. Indien er tijdens de behandeling toch sprake is van veel pijn, dan kan ervoor gekozen worden om de behandeling op een ander moment op de operatiekamer onder (algehele) verdoving uit te voeren. Laserbehandeling bij aambeien Het doel van de laserbehandeling is het gecontroleerd krimpen van de aambeien met behoud van de functie. De laserdraad wordt op de operatiekamer met behulp van de proctoscoop in het aambeiweefsel gebracht. De laser geeft energie (hitte) af in de aanvoerende vaten van de aambei en in het aambeiweefsel. Door dit effect kan de aambei niet meer goed doorbloeden en zal deze direct ongeveer 30% afnemen in grootte en verder krimpen. Dit hele proces zet zich ook voort na de laserbehandeling en kan zelfs na zes weken nog merkbaar zijn. Deze behandeling neemt, afhankelijk van de grootte van het aambeiweefsel, over het algemeen 15 tot 30 minuten in beslag. Afhankelijk van de complexiteit van de aambeien, is de behandeling succesvol bij ongeveer 70% van de patiënten. Voor uitgebreide informatie over de rubberbandligatie, zie; folder ‘Proctologiepolikliniek’. Voor uitgebreide informatie over aambei- operaties, zie; folder ‘Longo/PPH procedure’. Voor informatie over de behandeling waarbij aambeien operatief verwijderd worden zie folder `hemorroidectomie`. Voor uitgebreide informatie over de coloscopie kunt u contact opnemen met de polikliniek interne geneeskunde",Hoe lang kan het duren voordat de behandeling van aambeien resultaat laat zien?,Vaak is er enkele dagen/weken na de eerste behandeling al een goed resultaat te verwachten.
221,5,Behandeling met punctie en_of injectie,Onderzoek,"Als een gewricht, pees of een slijmbeurs gezwollen en pijnlijk is, kan dat betekenen dat er een ontsteking, infectie of bloeding is. Bij een punctie wordt vocht uit uw gewricht, peesschede of slijmbeurs gehaald. Daarmee kan duidelijk worden wat de oorzaak is. Soms spuit de reumatoloog ook direct medicijnen in (injectie): een ontstekingsremmer (=triamcinolon, is een prednisonachtig middel voor plaatselijke toediening) en eventueel een plaatselijke verdoving (=lidocaïne). De pijn en de zwelling zullen hierdoor naar verwachting afnemen waardoor u weer beter kunt bewegen.",Wat is het doel van een punctie?,"Het doel van een punctie is om vocht uit een gewricht, peesschede of slijmbeurs te halen om de oorzaak van zwelling en pijn te achterhalen."
233,5,Cryolaesie behandeling (Nocepta),Risico’s of bijwerkingen,"Bij elke ingreep, hoe zorgvuldig uitgevoerd, bestaat een geringe kans op complicaties. Ernstige complicaties komen echter zelden voor. 
- Mogelijk kan er lekkage van bloed ontstaan uit het steekgaatje van de behandeling. 
- Soms kan er onder de huid een klein bloedinkje (blauwe plek) ontstaan dat een week meer pijn kan geven. Dit trekt vanzelf weer weg. 
- Zelden kan er een allergische reactie voor het gebruikte middel optreden.",Wat zijn de mogelijke risico's en bijwerkingen van Cryolaesie behandeling?,"De mogelijke risico's en bijwerkingen van Cryolaesie behandeling zijn onder meer lekkage van bloed, blauwe plekken en een allergische reactie."
236,5,"OSAS, Obstructief Slaap Apneu Syndroom",Chirurgische behandeling,"De chirurgische behandeling bij OSAS omvat KNO-operaties aan de neus, huig en tongbasis, maar ook kaakchirurgie. Het wetenschappelijke bewijs voor chirurgie als effectieve behandeling voor OSAS is beperkt. Voor patiënten met een lichte tot matige OSAS kan chirurgie echter als één van de mogelijkheden gelden. Hieronder een overzicht van de chirurgische ingrepen die bij OSAS-patiënten uitgevoerd kunnen worden. Verbeteren van de ademhaling door de neus Bij sommige OSAS-patiënten is er sprake van een blokkade in de neus, waardoor zij niet goed door hun neus kunnen ademhalen. Een neusoperatie door een KNO-arts kan dit probleem verhelpen. Deze operatie wordt ook wel uitgevoerd om MRA- of CPAP behandeling mogelijk te maken. Natuurlijk kan allereerst, mede afhankelijk van de oorzaak, met neus medicatie de neusdoorgankelijkheid worden verbeterd Uvulo-palato-pharyngo-plastiek (UPPP) Bij een uvulo-palato- pharyngo-plastiek (UPPP) wordt het grootste deel van de huig en het zachte gehemelte weggehaald (Afb.5). Als de patiënt nog keelamandelen heeft, worden deze vaak ook weggehaald. De overgang van de neus naar de keel wordt door deze operatie ruimer. Direct na de operatie is het slikken heel pijnlijk. Dit kan wel twee weken duren. Afbeelding 4 Mandibulair Repositie Apparaat Afb. 5 UPPP Kaakchirurgie Kaakchirurgie of kaakosteotomie is een uitgebreide operatie, waarbij de onderkaak net achter de verstandskiezen wordt doorgezaagd. De onderkaak wordt naar voren verplaatst en met schroeven vastgezet. In veel gevallen is het ook nodig om ook de bovenkaak op een vergelijkbare wijze deels te verplaatsen (Afb. 6). Hierdoor komt er meer ruimte in de keel. De operatie wordt uitgevoerd door een kaakchirurg. Over het algemeen hebben patiënten weinig pijn na de operatie. Wel kan een zwelling van gezicht optreden, maar dit gaat na enkele dagen vanzelf over. Doordat de onderkaak naar voren komt, kan het gezicht er anders uit gaan zien. Deze behandeling is één van de mogelijkheden voor patiënten met een matig tot ernstig OSAS, die behandeling met MRA, CPAP of KNO-chirurgie niet verdragen of het gewenste effect geven. Afbeelding 6",Voor welke patiënten kan chirurgie als één van de mogelijkheden gelden?,Voor patiënten met een lichte tot matige OSAS kan chirurgie echter als één van de mogelijkheden gelden.
227,5,Operatie buik-of bekkenslagader,Mogelijke complicaties,"Bij ieder operatie kunnen complicaties optreden. Om de kans daarop te verkleinen, wordt u voor de operatie onderzocht en worden er eventuele voorzorgsmaatregelen genomen. De algemene complicaties die na een operatie kunnen optreden zijn: wondinfectie, longontsteking en beschadiging van organen en zenuwen. Specifieke complicaties bij deze operatie: 
- Er kan een nabloeding ontstaan door lekkage in de verbinding tussen vaatprothese en het eigen bloedvat. 
- Er kan een afsluiting ontstaan in de omleiding of in een beenslagader. Als zich een dergelijke complicatie voordoet, is een nieuwe operatie meestal noodzakelijk. 
- Bij mannen kan de erectie na de operatie definitief verstoord zijn. Mogelijk dat de zaadlozing achterwege blijft door uitval van bepaalde zenuwen. 
- Het kan zijn dat u behalve vernauwingen of afsluitingen in uw buik- en/ of bekkenslagader, ook problemen heeft in uw beenslagader. In dat geval is het mogelijk dat u ook na de operatie nog klachten houdt als u een tijd heeft gelopen. 
- Deze operatie is een grote belasting voor het hart, waardoor de kans op een hartinfarct met eventueel overlijden daaraan groter is dan bij andere operaties. Door hier veel aandacht aan te besteden, proberen wij deze complicaties te voorkomen en is de kans hierop klein. 
- Het is niet te voorkomen, dat bij een operatie gevoelszenuwen in de huid worden doorgesneden. Dit kan een doof gevoel geven rondom het operatielitteken. Meestal is het gevoel na enkele maanden weer normaal.",Heeft deze operatie een grote belasting op het hart en is er een verhoogde kans op een hartinfarct?,"Ja, deze operatie is een grote belasting voor het hart en er is een verhoogde kans op een hartinfarct met mogelijk overlijden als gevolg."
219,5,"PEG-sonde, plaatsen onder doorlichting",Complicaties,"Geen enkel invasieve behandeling (behandeling waarbij de huid of slijmvliezen worden gepasseerd) is zonder risico’s. Zo kunnen ook tijdens of na het plaatsen van een PEG-sonde complicaties optreden. 
- In uitzonderlijke gevallen is het mogelijk dat er geen PEG-sonde in de maag kan worden geplaatst, bijvoorbeeld door een afwijkende ligging van de maag of een maagoperatie uit het verleden. In dat geval wordt de ingreep gestaakt. Later wordt met u besproken wat de alternatieven zijn. 
- In zeldzame gevallen kan bij het aanprikken van de maag de dikke darm of een ander orgaan geraakt worden. Meestal heeft dit geen ernstige consequenties. 
- Het is belangrijk dat de PEG-sonde de eerste week goed vast blijft zitten, zodat er een kanaaltje kan ontstaan tussen de maag en de buikwand. Als de PEG-sonde de eerste dagen losraakt, kan de vorming van dit kanaaltje verstoord raken en kan er voeding in de buikholte komen. U merkt dit meestal doordat u toenemende buikpijn krijgt. 
- Tot slot kan een bloeding of infectie in de buikwand rondom de PEG-sonde ontstaan. Voornamelijk oppervlakkige infecties of wat pussige uitvloed kunnen veel voorkomen en hoeven vaak niet behandeld te worden.",Wat zijn de mogelijke complicaties bij het plaatsen van een PEG-sonde?,"Mogelijke complicaties bij het plaatsen van een PEG-sonde zijn bijvoorbeeld een afwijkende ligging van de maag waardoor de sonde niet geplaatst kan worden, een punctie van de dikke darm of een ander orgaan, losraken van de sonde tijdens de eerste week na plaatsing, en een bloeding of infectie rondom de sonde."
